player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Sam Marklund (LW/C),totals,27,2,0,2,0.07,10,-5,https://www.eliteprospects.com/player/7059/sam-marklund,2016-2017,shl,Sam Marklund (LW/C),LW/C
Almen Bibic (D),Rögle BK,43,2,0,2,0.05,69,-8,https://www.eliteprospects.com/player/29611/almen-bibic,2016-2017,shl,Almen Bibic (D),D
Gustaf Thorell (C/LW),totals,47,2,0,2,0.04,4,2,https://www.eliteprospects.com/player/5566/gustaf-thorell,2016-2017,shl,Gustaf Thorell (C/LW),C/LW
David Ullström (C),HV71,5,1,1,2,0.40,0,3,https://www.eliteprospects.com/player/6913/david-ullstrom,2016-2017,shl,David Ullström (C),C
Axel Holmström (C),Skellefteå AIK,16,1,1,2,0.13,0,-5,https://www.eliteprospects.com/player/86320/axel-holmstrom,2016-2017,shl,Axel Holmström (C),C
Linus Nässén (D),Luleå HF,21,1,1,2,0.10,2,-1,https://www.eliteprospects.com/player/240064/linus-nassen,2016-2017,shl,Linus Nässén (D),D
Gustaf Franzén (C/RW),Örebro HK,31,1,1,2,0.06,4,-6,https://www.eliteprospects.com/player/86358/gustaf-franzen,2016-2017,shl,Gustaf Franzén (C/RW),C/RW
Hugo Enock (D),Färjestad BK,33,1,1,2,0.06,6,-3,https://www.eliteprospects.com/player/212664/hugo-enock,2016-2017,shl,Hugo Enock (D),D
Daniel Glad (D),Leksands IF,46,1,1,2,0.04,20,-19,https://www.eliteprospects.com/player/6929/daniel-glad,2016-2017,shl,Daniel Glad (D),D
Mark Katic (D),Skellefteå AIK,4,0,2,2,0.50,25,-1,https://www.eliteprospects.com/player/11395/mark-katic,2016-2017,shl,Mark Katic (D),D
Adam Ginning (D),Linköping HC,12,0,2,2,0.17,6,-1,https://www.eliteprospects.com/player/281968/adam-ginning,2016-2017,shl,Adam Ginning (D),D
Mikko Kousa (D),Djurgårdens IF,16,0,2,2,0.13,4,-10,https://www.eliteprospects.com/player/9915/mikko-kousa,2016-2017,shl,Mikko Kousa (D),D
Anton Björkman (D),Linköping HC,28,0,2,2,0.07,0,-4,https://www.eliteprospects.com/player/243716/anton-bjorkman,2016-2017,shl,Anton Björkman (D),D
Nicklas Grossmann (D),Örebro HK,28,0,2,2,0.07,10,-3,https://www.eliteprospects.com/player/2439/nicklas-grossmann,2016-2017,shl,Nicklas Grossmann (D),D
Victor Aronsson (D),Karlskrona HK,47,0,2,2,0.04,8,-3,https://www.eliteprospects.com/player/22008/victor-aronsson,2016-2017,shl,Victor Aronsson (D),D
Jonathan Rodensjö (C/LW),Linköping HC,5,1,0,1,0.20,0,0,https://www.eliteprospects.com/player/177970/jonathan-rodensjo,2016-2017,shl,Jonathan Rodensjö (C/LW),C/LW
Sebastian Enterfeldt (C),Brynäs IF,6,1,0,1,0.17,2,-1,https://www.eliteprospects.com/player/3757/sebastian-enterfeldt,2016-2017,shl,Sebastian Enterfeldt (C),C
Oliwer Fjellström (LW),Frölunda HC,8,1,0,1,0.13,0,1,https://www.eliteprospects.com/player/313349/oliwer-fjellstrom,2016-2017,shl,Oliwer Fjellström (LW),LW
Fredrik Forsberg (RW),Leksands IF,9,1,0,1,0.11,2,0,https://www.eliteprospects.com/player/99859/fredrik-forsberg,2016-2017,shl,Fredrik Forsberg (RW),RW
Anders Eriksson (C/RW),Örebro HK,12,1,0,1,0.08,0,-2,https://www.eliteprospects.com/player/2458/anders-eriksson,2016-2017,shl,Anders Eriksson (C/RW),C/RW
Gustav Rydahl (C),Luleå HF,25,1,0,1,0.04,20,-1,https://www.eliteprospects.com/player/33357/gustav-rydahl,2016-2017,shl,Gustav Rydahl (C),C
Pontus Själin (D),Luleå HF,35,1,0,1,0.03,4,4,https://www.eliteprospects.com/player/86227/pontus-sjalin,2016-2017,shl,Pontus Själin (D),D
Nicklas Jadeland (LW/RW),Malmö Redhawks,46,1,0,1,0.02,28,-9,https://www.eliteprospects.com/player/2365/nicklas-jadeland,2016-2017,shl,Nicklas Jadeland (LW/RW),LW/RW
Daniel Bernhardt (RW/LW),Djurgårdens IF,4,0,1,1,0.25,0,0,https://www.eliteprospects.com/player/142253/daniel-bernhardt,2016-2017,shl,Daniel Bernhardt (RW/LW),RW/LW
Kim Johansson (D),Luleå HF,9,0,1,1,0.11,2,0,https://www.eliteprospects.com/player/240671/kim-johansson,2016-2017,shl,Kim Johansson (D),D
Gustav Olhaver (C/LW),Rögle BK,10,0,1,1,0.10,0,-1,https://www.eliteprospects.com/player/212720/gustav-olhaver,2016-2017,shl,Gustav Olhaver (C/LW),C/LW
Robin Press (D),Djurgårdens IF,11,0,1,1,0.09,2,1,https://www.eliteprospects.com/player/36616/robin-press,2016-2017,shl,Robin Press (D),D
Rickard Hugg (LW/RW),Leksands IF,11,0,1,1,0.09,2,0,https://www.eliteprospects.com/player/266319/rickard-hugg,2016-2017,shl,Rickard Hugg (LW/RW),LW/RW
Isac Brännström (LW/RW),HV71,13,0,1,1,0.08,0,3,https://www.eliteprospects.com/player/237839/isac-brannstrom,2016-2017,shl,Isac Brännström (LW/RW),LW/RW
Fredric Andersson (C),Örebro HK,13,0,1,1,0.08,8,-4,https://www.eliteprospects.com/player/5658/fredric-andersson,2016-2017,shl,Fredric Andersson (C),C
Viktor Amnér (D),totals,16,0,1,1,0.06,0,-1,https://www.eliteprospects.com/player/6070/viktor-amner,2016-2017,shl,Viktor Amnér (D),D
Erik Broman (C),Brynäs IF,18,0,1,1,0.06,0,1,https://www.eliteprospects.com/player/212327/erik-broman,2016-2017,shl,Erik Broman (C),C
Lukas Enqvist (C/LW),Färjestad BK,19,0,1,1,0.05,4,-2,https://www.eliteprospects.com/player/244617/lukas-enqvist,2016-2017,shl,Lukas Enqvist (C/LW),C/LW
Anton Öhman (D),Skellefteå AIK,20,0,1,1,0.05,0,-4,https://www.eliteprospects.com/player/39015/anton-ohman,2016-2017,shl,Anton Öhman (D),D
Marcus Ersson (D),Brynäs IF,20,0,1,1,0.05,4,0,https://www.eliteprospects.com/player/212330/marcus-ersson,2016-2017,shl,Marcus Ersson (D),D
Petter Hansson (D),Linköping HC,22,0,1,1,0.05,2,-7,https://www.eliteprospects.com/player/111641/petter-hansson,2016-2017,shl,Petter Hansson (D),D
Axel Jonsson-Fjällby (LW/RW),Djurgårdens IF,24,0,1,1,0.04,0,-2,https://www.eliteprospects.com/player/246070/axel-jonsson-fjallby,2016-2017,shl,Axel Jonsson-Fjällby (LW/RW),LW/RW
Magnus Häggström (RW/C),Malmö Redhawks,28,0,1,1,0.04,6,-3,https://www.eliteprospects.com/player/10176/magnus-haggstrom,2016-2017,shl,Magnus Häggström (RW/C),RW/C
Viktor Lindgren (RW),Rögle BK,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/1300/viktor-lindgren,2016-2017,shl,Viktor Lindgren (RW),RW
Joakim Andersson (C),Örebro HK,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/4087/joakim-andersson,2016-2017,shl,Joakim Andersson (C),C
Alexander Fällström (RW),Djurgårdens IF,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/7054/alexander-fallstrom,2016-2017,shl,Alexander Fällström (RW),RW
Victor Laz (C/W),Rögle BK,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/86064/victor-laz,2016-2017,shl,Victor Laz (C/W),C/W
William Lindgren (D),Örebro HK,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/287724/william-lindgren,2016-2017,shl,William Lindgren (D),D
Matias Lassen (D),Leksands IF,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/148162/matias-lassen,2016-2017,shl,Matias Lassen (D),D
Kalle Miketinac (C/LW),Frölunda HC,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/265830/kalle-miketinac,2016-2017,shl,Kalle Miketinac (C/LW),C/LW
Jacob Nordqvist (D),Frölunda HC,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/265688/jacob-nordqvist,2016-2017,shl,Jacob Nordqvist (D),D
Oliver Kandergård (RW),Leksands IF,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/265605/oliver-kandergard,2016-2017,shl,Oliver Kandergård (RW),RW
Johan Södergran (LW),Linköping HC,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/246437/johan-sodergran,2016-2017,shl,Johan Södergran (LW),LW
André Nordstrand (RW),Karlskrona HK,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/244647/andre-nordstrand,2016-2017,shl,André Nordstrand (RW),RW
Tony Pappila (RW),Malmö Redhawks,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/212515/tony-pappila,2016-2017,shl,Tony Pappila (RW),RW
Johan Malmborg (D),HV71,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/212360/johan-malmborg,2016-2017,shl,Johan Malmborg (D),D
Didrik Henbrant (RW/C),Linköping HC,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/208292/didrik-henbrant,2016-2017,shl,Didrik Henbrant (RW/C),RW/C
Christian Mieritz (D),Leksands IF,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/207438/christian-mieritz,2016-2017,shl,Christian Mieritz (D),D
Jesper Solomon Frisell (D),Karlskrona HK,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/178217/jesper-solomon-frisell,2016-2017,shl,Jesper Solomon Frisell (D),D
Oliver Henriksson (LW/RW),Örebro HK,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/139634/oliver-henriksson,2016-2017,shl,Oliver Henriksson (LW/RW),LW/RW
Daniel Lindberg (LW/RW),Örebro HK,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/212744/daniel-lindberg,2016-2017,shl,Daniel Lindberg (LW/RW),LW/RW
Hugo Danielsson (D),Skellefteå AIK,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/240726/hugo-danielsson,2016-2017,shl,Hugo Danielsson (D),D
Markus Christensson (D),Frölunda HC,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/230467/markus-christensson,2016-2017,shl,Markus Christensson (D),D
Marcus Collin (C/W),Luleå HF,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/276703/marcus-collin,2016-2017,shl,Marcus Collin (C/W),C/W
Hugo Leufvenius (C/LW),Linköping HC,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/264220/hugo-leufvenius,2016-2017,shl,Hugo Leufvenius (C/LW),C/LW
Albin Sethsson (C),Frölunda HC,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/246935/albin-sethsson,2016-2017,shl,Albin Sethsson (C),C
Filip Sveningsson (LW/RW),HV71,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/244859/filip-sveningsson,2016-2017,shl,Filip Sveningsson (LW/RW),LW/RW
Alexander Bjurström (W/C),Brynäs IF,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/244694/alexander-bjurstrom,2016-2017,shl,Alexander Bjurström (W/C),W/C
Maximilian Eisenmenger (C/W),Djurgårdens IF,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/240731/maximilian-eisenmenger,2016-2017,shl,Maximilian Eisenmenger (C/W),C/W
Måns Hansson (D),Malmö Redhawks,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/233137/mans-hansson,2016-2017,shl,Måns Hansson (D),D
Oliver Olsson (C/LW),Malmö Redhawks,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/233135/oliver-olsson,2016-2017,shl,Oliver Olsson (C/LW),C/LW
Livio Stadler (D),Luleå HF,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/220967/livio-stadler,2016-2017,shl,Livio Stadler (D),D
William Romfors (C),HV71,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/212365/william-romfors,2016-2017,shl,William Romfors (C),C
Ludwig Collberg (D),Växjö Lakers HC,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/147723/ludwig-collberg,2016-2017,shl,Ludwig Collberg (D),D
Melker Persson (D),Karlskrona HK,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/146648/melker-persson,2016-2017,shl,Melker Persson (D),D
Teemu Laakso (D),Växjö Lakers HC,2,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/4417/teemu-laakso,2016-2017,shl,Teemu Laakso (D),D
Oliver Horrsell (D),Linköping HC,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/187763/oliver-horrsell,2016-2017,shl,Oliver Horrsell (D),D
Anton Johansson (C),Örebro HK,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/264488/anton-johansson,2016-2017,shl,Anton Johansson (C),C
Oscar Eklind (W/C),Malmö Redhawks,3,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/233155/oscar-eklind,2016-2017,shl,Oscar Eklind (W/C),W/C
Anton Sandberg (D),Karlskrona HK,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/187891/anton-sandberg,2016-2017,shl,Anton Sandberg (D),D
Linus Björk (D),Linköping HC,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/208288/linus-bjork,2016-2017,shl,Linus Björk (D),D
Filip Engarås (C/RW),Skellefteå AIK,4,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/246498/filip-engaras,2016-2017,shl,Filip Engarås (C/RW),C/RW
Andreas Røykås Marthinsen (D),Djurgårdens IF,4,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/240255/andreas-roykas-marthinsen,2016-2017,shl,Andreas Røykås Marthinsen (D),D
