player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Filiph Engsund (C),IK Oskarshamn,43,10,7,17,0.40,41,-6,https://www.eliteprospects.com/player/38389/filiph-engsund,2019-2020,shl,Filiph Engsund (C),C
Emil Sylvegård (LW/RW),Malmö Redhawks,45,9,8,17,0.38,20,-3,https://www.eliteprospects.com/player/10450/emil-sylvegard,2019-2020,shl,Emil Sylvegård (LW/RW),LW/RW
Mattias Ritola (LW/RW),Leksands IF,47,8,9,17,0.36,42,-14,https://www.eliteprospects.com/player/2050/mattias-ritola,2019-2020,shl,Mattias Ritola (LW/RW),LW/RW
Daniel Muzito-Bagenda (C/LW),Örebro HK,50,7,10,17,0.34,20,3,https://www.eliteprospects.com/player/86197/daniel-muzito-bagenda,2019-2020,shl,Daniel Muzito-Bagenda (C/LW),C/LW
Juuso Ikonen (RW/LW),HV71,52,7,10,17,0.33,6,-2,https://www.eliteprospects.com/player/45981/juuso-ikonen,2019-2020,shl,Juuso Ikonen (RW/LW),RW/LW
Pontus Holmberg (W/C),Växjö Lakers HC,52,7,10,17,0.33,14,18,https://www.eliteprospects.com/player/265859/pontus-holmberg,2019-2020,shl,Pontus Holmberg (W/C),W/C
Simon Després (D),IK Oskarshamn,41,4,13,17,0.41,55,-25,https://www.eliteprospects.com/player/30902/simon-despres,2019-2020,shl,Simon Després (D),D
Jonathan Andersson (D),Örebro HK,52,4,13,17,0.33,30,2,https://www.eliteprospects.com/player/33378/jonathan-andersson,2019-2020,shl,Jonathan Andersson (D),D
Arsi Piispanen (C),IK Oskarshamn,52,2,15,17,0.33,10,-17,https://www.eliteprospects.com/player/3208/arsi-piispanen,2019-2020,shl,Arsi Piispanen (C),C
Alexander Holtz (RW/LW),Djurgårdens IF,35,9,7,16,0.46,12,-1,https://www.eliteprospects.com/player/344808/alexander-holtz,2019-2020,shl,Alexander Holtz (RW/LW),RW/LW
Nils Höglander (LW/RW),Rögle BK,41,9,7,16,0.39,39,-5,https://www.eliteprospects.com/player/311906/nils-hoglander,2019-2020,shl,Nils Höglander (LW/RW),LW/RW
Joakim Andersson (C),HV71,49,9,7,16,0.33,41,8,https://www.eliteprospects.com/player/4087/joakim-andersson,2019-2020,shl,Joakim Andersson (C),C
Taylor Matson (C/RW),Rögle BK,52,9,7,16,0.31,16,0,https://www.eliteprospects.com/player/12562/taylor-matson,2019-2020,shl,Taylor Matson (C/RW),C/RW
Daniel Gunnarsson (D),Leksands IF,42,8,8,16,0.38,33,-8,https://www.eliteprospects.com/player/13319/daniel-gunnarsson,2019-2020,shl,Daniel Gunnarsson (D),D
Sam Lofquist (D),Linköping HC,33,7,9,16,0.48,68,-3,https://www.eliteprospects.com/player/17495/sam-lofquist,2019-2020,shl,Sam Lofquist (D),D
Jonas Ahnelöv (D),Leksands IF,37,7,9,16,0.43,8,1,https://www.eliteprospects.com/player/3790/jonas-ahnelov,2019-2020,shl,Jonas Ahnelöv (D),D
Adam Helewka (LW/C),Linköping HC,38,6,10,16,0.42,16,0,https://www.eliteprospects.com/player/119394/adam-helewka,2019-2020,shl,Adam Helewka (LW/C),LW/C
Aaron Irving (D),Örebro HK,47,6,10,16,0.34,66,-2,https://www.eliteprospects.com/player/84245/aaron-irving,2019-2020,shl,Aaron Irving (D),D
Jacob Josefson (C),Djurgårdens IF,30,5,11,16,0.53,6,-1,https://www.eliteprospects.com/player/7655/jacob-josefson,2019-2020,shl,Jacob Josefson (C),C
Victor Söderström (D),Brynäs IF,35,5,11,16,0.46,12,-2,https://www.eliteprospects.com/player/344555/victor-soderstrom,2019-2020,shl,Victor Söderström (D),D
Jacob Peterson (C),Frölunda HC,43,5,11,16,0.37,12,11,https://www.eliteprospects.com/player/313350/jacob-peterson,2019-2020,shl,Jacob Peterson (C),C
Carl-Johan Lerby (D),Malmö Redhawks,44,4,12,16,0.36,24,6,https://www.eliteprospects.com/player/212714/carl-johan-lerby,2019-2020,shl,Carl-Johan Lerby (D),D
Jesper Jensen (C),Malmö Redhawks,50,4,12,16,0.32,18,-5,https://www.eliteprospects.com/player/18860/jesper-jensen,2019-2020,shl,Jesper Jensen (C),C
Miika Koivisto (D),Växjö Lakers HC,36,3,13,16,0.44,18,8,https://www.eliteprospects.com/player/45219/miika-koivisto,2019-2020,shl,Miika Koivisto (D),D
Lucas Ekeståhl Jonsson (D),Färjestad BK,48,3,13,16,0.33,10,11,https://www.eliteprospects.com/player/113517/lucas-ekestahl-jonsson,2019-2020,shl,Lucas Ekeståhl Jonsson (D),D
Max Görtz (RW/LW),Malmö Redhawks,37,9,6,15,0.41,8,-4,https://www.eliteprospects.com/player/27258/max-gortz,2019-2020,shl,Max Görtz (RW/LW),RW/LW
Jonas Berglund (C),Luleå HF,49,9,6,15,0.31,8,17,https://www.eliteprospects.com/player/9860/jonas-berglund,2019-2020,shl,Jonas Berglund (C),C
Ludvig Rensfeldt (C),Örebro HK,52,8,7,15,0.29,12,-3,https://www.eliteprospects.com/player/13161/ludvig-rensfeldt,2019-2020,shl,Ludvig Rensfeldt (C),C
Joonas Rask (RW),Örebro HK,50,6,9,15,0.30,98,-5,https://www.eliteprospects.com/player/16049/joonas-rask,2019-2020,shl,Joonas Rask (RW),RW
Pontus Netterberg (RW),IK Oskarshamn,52,5,10,15,0.29,16,-8,https://www.eliteprospects.com/player/13177/pontus-netterberg,2019-2020,shl,Pontus Netterberg (RW),RW
Johan Ryno (C),Färjestad BK,30,4,11,15,0.50,12,-5,https://www.eliteprospects.com/player/4120/johan-ryno,2019-2020,shl,Johan Ryno (C),C
Mats Rosseli-Olsen (LW),Frölunda HC,49,4,11,15,0.31,18,1,https://www.eliteprospects.com/player/18116/mats-rosseli-olsen,2019-2020,shl,Mats Rosseli-Olsen (LW),LW
Theodor Lennström (D),Frölunda HC,31,3,12,15,0.48,10,9,https://www.eliteprospects.com/player/19767/theodor-lennstrom,2019-2020,shl,Theodor Lennström (D),D
Mattias Sjögren (C),Rögle BK,38,3,12,15,0.39,18,-3,https://www.eliteprospects.com/player/4040/mattias-sjogren,2019-2020,shl,Mattias Sjögren (C),C
Vojtěch Mozík (D),Färjestad BK,50,2,13,15,0.30,36,15,https://www.eliteprospects.com/player/99009/vojtech-mozik,2019-2020,shl,Vojtěch Mozík (D),D
Jon Knuts (C),Leksands IF,52,1,14,15,0.29,47,-9,https://www.eliteprospects.com/player/22034/jon-knuts,2019-2020,shl,Jon Knuts (C),C
Sebastian Wännström (RW),Leksands IF,49,10,4,14,0.29,12,-9,https://www.eliteprospects.com/player/9782/sebastian-wannstrom,2019-2020,shl,Sebastian Wännström (RW),RW
Niclas Burström (D),Skellefteå AIK,48,8,6,14,0.29,24,4,https://www.eliteprospects.com/player/7281/niclas-burstrom,2019-2020,shl,Niclas Burström (D),D
Marcus Weinstock (LW),Örebro HK,46,6,8,14,0.30,37,4,https://www.eliteprospects.com/player/620/marcus-weinstock,2019-2020,shl,Marcus Weinstock (LW),LW
Filip Hållander (C/LW),Luleå HF,27,5,9,14,0.52,2,8,https://www.eliteprospects.com/player/293387/filip-hallander,2019-2020,shl,Filip Hållander (C/LW),C/LW
Linus Högberg (D),Växjö Lakers HC,50,5,9,14,0.28,12,-14,https://www.eliteprospects.com/player/244643/linus-hogberg,2019-2020,shl,Linus Högberg (D),D
Nils Andersson (D),HV71,27,4,10,14,0.52,20,1,https://www.eliteprospects.com/player/10516/nils-andersson,2019-2020,shl,Nils Andersson (D),D
Patrik Lundh (C/W),Linköping HC,47,4,10,14,0.30,12,-7,https://www.eliteprospects.com/player/3697/patrik-lundh,2019-2020,shl,Patrik Lundh (C/W),C/W
Linus Ölund (C),Brynäs IF,49,4,10,14,0.29,6,-6,https://www.eliteprospects.com/player/146700/linus-olund,2019-2020,shl,Linus Ölund (C),C
Nicolai Meyer (W/C),Malmö Redhawks,40,3,11,14,0.35,31,0,https://www.eliteprospects.com/player/33795/nicolai-meyer,2019-2020,shl,Nicolai Meyer (W/C),W/C
Mattias Göransson (D),Leksands IF,47,2,12,14,0.30,4,-4,https://www.eliteprospects.com/player/38710/mattias-goransson,2019-2020,shl,Mattias Göransson (D),D
Martin Thörnberg (LW),HV71,39,9,4,13,0.33,12,1,https://www.eliteprospects.com/player/2058/martin-thornberg,2019-2020,shl,Martin Thörnberg (LW),LW
Glenn Gustafsson (LW/RW),Örebro HK,49,9,4,13,0.27,16,6,https://www.eliteprospects.com/player/273529/glenn-gustafsson,2019-2020,shl,Glenn Gustafsson (LW/RW),LW/RW
Joakim Thelin (RW),IK Oskarshamn,52,9,4,13,0.25,12,-19,https://www.eliteprospects.com/player/16630/joakim-thelin,2019-2020,shl,Joakim Thelin (RW),RW
Carl Persson (LW/RW),Malmö Redhawks,51,8,5,13,0.25,45,-5,https://www.eliteprospects.com/player/63012/carl-persson,2019-2020,shl,Carl Persson (LW/RW),LW/RW
Marcus Davidsson (C),Växjö Lakers HC,31,7,6,13,0.42,4,2,https://www.eliteprospects.com/player/240720/marcus-davidsson,2019-2020,shl,Marcus Davidsson (C),C
Linus Arnesson (D),Färjestad BK,52,6,7,13,0.25,16,16,https://www.eliteprospects.com/player/33350/linus-arnesson,2019-2020,shl,Linus Arnesson (D),D
Jakob Forsbacka Karlsson (C),Växjö Lakers HC,40,5,8,13,0.33,2,-2,https://www.eliteprospects.com/player/115158/jakob-forsbacka-karlsson,2019-2020,shl,Jakob Forsbacka Karlsson (C),C
Nichlas Hardt (LW/RW),totals,45,5,8,13,0.29,33,-15,https://www.eliteprospects.com/player/15201/nichlas-hardt,2019-2020,shl,Nichlas Hardt (LW/RW),LW/RW
Adam Pettersson (C),Skellefteå AIK,52,5,8,13,0.25,30,2,https://www.eliteprospects.com/player/10712/adam-pettersson,2019-2020,shl,Adam Pettersson (C),C
Noel Gunler (RW/LW),Luleå HF,45,4,9,13,0.29,16,12,https://www.eliteprospects.com/player/393444/noel-gunler,2019-2020,shl,Noel Gunler (RW/LW),RW/LW
Tom Nilsson (D),Djurgårdens IF,51,4,9,13,0.25,18,8,https://www.eliteprospects.com/player/33189/tom-nilsson,2019-2020,shl,Tom Nilsson (D),D
Axel Wemmenborn (C),Malmö Redhawks,52,4,9,13,0.25,16,-3,https://www.eliteprospects.com/player/14984/axel-wemmenborn,2019-2020,shl,Axel Wemmenborn (C),C
Rickard Hugg (LW/RW),Skellefteå AIK,49,3,10,13,0.27,8,-1,https://www.eliteprospects.com/player/266319/rickard-hugg,2019-2020,shl,Rickard Hugg (LW/RW),LW/RW
Jonathan Sigalet (D),Brynäs IF,51,3,10,13,0.25,57,-12,https://www.eliteprospects.com/player/9485/jonathan-sigalet,2019-2020,shl,Jonathan Sigalet (D),D
Albert Johansson (D),Färjestad BK,42,2,11,13,0.31,4,1,https://www.eliteprospects.com/player/349991/albert-johansson,2019-2020,shl,Albert Johansson (D),D
Mathew Bodie (D),totals,44,2,11,13,0.30,18,-15,https://www.eliteprospects.com/player/39433/mathew-bodie,2019-2020,shl,Mathew Bodie (D),D
Daniel Mannberg (RW),Brynäs IF,48,9,3,12,0.25,31,-13,https://www.eliteprospects.com/player/10397/daniel-mannberg,2019-2020,shl,Daniel Mannberg (RW),RW
Lias Andersson (C/LW),HV71,15,7,5,12,0.80,6,-4,https://www.eliteprospects.com/player/214318/lias-andersson,2019-2020,shl,Lias Andersson (C/LW),C/LW
Joel Mustonen (C/LW),Frölunda HC,49,6,6,12,0.24,22,7,https://www.eliteprospects.com/player/14811/joel-mustonen,2019-2020,shl,Joel Mustonen (C/LW),C/LW
Martin Karlsson (LW/RW),Leksands IF,51,6,6,12,0.24,20,-14,https://www.eliteprospects.com/player/10380/martin-karlsson,2019-2020,shl,Martin Karlsson (LW/RW),LW/RW
Rickard Palmberg (C/RW),IK Oskarshamn,13,5,7,12,0.92,8,2,https://www.eliteprospects.com/player/6931/rickard-palmberg,2019-2020,shl,Rickard Palmberg (C/RW),C/RW
Anton Hedman (LW/RW),Djurgårdens IF,32,5,7,12,0.38,57,-1,https://www.eliteprospects.com/player/3841/anton-hedman,2019-2020,shl,Anton Hedman (LW/RW),LW/RW
Daniel Olsson Trkulja (C/LW),Leksands IF,47,5,7,12,0.26,8,-15,https://www.eliteprospects.com/player/13026/daniel-olsson-trkulja,2019-2020,shl,Daniel Olsson Trkulja (C/LW),C/LW
Viktor Ekbom (D),Frölunda HC,49,5,7,12,0.24,63,15,https://www.eliteprospects.com/player/4996/viktor-ekbom,2019-2020,shl,Viktor Ekbom (D),D
Karl Fabricius (LW),Luleå HF,52,5,7,12,0.23,12,10,https://www.eliteprospects.com/player/182/karl-fabricius,2019-2020,shl,Karl Fabricius (LW),LW
Anton Bengtsson (C),Rögle BK,52,5,7,12,0.23,14,-8,https://www.eliteprospects.com/player/16796/anton-bengtsson,2019-2020,shl,Anton Bengtsson (C),C
Tom Pyatt (C),Skellefteå AIK,38,4,8,12,0.32,4,-1,https://www.eliteprospects.com/player/9199/tom-pyatt,2019-2020,shl,Tom Pyatt (C),C
Tom Wandell (C),Djurgårdens IF,48,4,8,12,0.25,12,-2,https://www.eliteprospects.com/player/2021/tom-wandell,2019-2020,shl,Tom Wandell (C),C
Christopher Mastomäki (C),Örebro HK,52,3,9,12,0.23,16,2,https://www.eliteprospects.com/player/187855/christopher-mastomaki,2019-2020,shl,Christopher Mastomäki (C),C
Jonatan Berggren (RW/LW),Skellefteå AIK,24,2,10,12,0.50,6,-1,https://www.eliteprospects.com/player/274796/jonatan-berggren,2019-2020,shl,Jonatan Berggren (RW/LW),RW/LW
Adam Ollas Mattsson (D),Malmö Redhawks,49,2,10,12,0.24,63,12,https://www.eliteprospects.com/player/114812/adam-ollas-mattsson,2019-2020,shl,Adam Ollas Mattsson (D),D
Oscar Engsund (D),Luleå HF,52,1,11,12,0.23,80,4,https://www.eliteprospects.com/player/38386/oscar-engsund,2019-2020,shl,Oscar Engsund (D),D
Markus Modigs (C/W),IK Oskarshamn,39,8,3,11,0.28,10,-22,https://www.eliteprospects.com/player/15877/markus-modigs,2019-2020,shl,Markus Modigs (C/W),C/W
Jacob Blomqvist (C/RW),Brynäs IF,51,8,3,11,0.22,28,-17,https://www.eliteprospects.com/player/1304/jacob-blomqvist,2019-2020,shl,Jacob Blomqvist (C/RW),C/RW
Casey Bailey (RW),Växjö Lakers HC,28,7,4,11,0.39,30,-8,https://www.eliteprospects.com/player/45878/casey-bailey,2019-2020,shl,Casey Bailey (RW),RW
Oscar Sundh (LW/RW),HV71,52,6,5,11,0.21,16,-11,https://www.eliteprospects.com/player/1297/oscar-sundh,2019-2020,shl,Oscar Sundh (LW/RW),LW/RW
Brandon Gormley (D),Frölunda HC,42,5,6,11,0.26,26,-3,https://www.eliteprospects.com/player/19428/brandon-gormley,2019-2020,shl,Brandon Gormley (D),D
Thomas Valkvæ Olsen (RW/LW),Leksands IF,48,5,6,11,0.23,8,-9,https://www.eliteprospects.com/player/52031/thomas-valkv%C3%A6-olsen,2019-2020,shl,Thomas Valkvæ Olsen (RW/LW),RW/LW
Jordan Boucher (LW/RW),Örebro HK,40,4,7,11,0.28,61,-1,https://www.eliteprospects.com/player/151527/jordan-boucher,2019-2020,shl,Jordan Boucher (LW/RW),LW/RW
Johan Fransson (D),Leksands IF,41,3,8,11,0.27,24,-11,https://www.eliteprospects.com/player/507/johan-fransson,2019-2020,shl,Johan Fransson (D),D
Ludvig Nilsson (LW/RW),Växjö Lakers HC,45,3,8,11,0.24,43,6,https://www.eliteprospects.com/player/67174/ludvig-nilsson,2019-2020,shl,Ludvig Nilsson (LW/RW),LW/RW
Tobias Ekberg (D),Malmö Redhawks,51,3,8,11,0.22,12,10,https://www.eliteprospects.com/player/30250/tobias-ekberg,2019-2020,shl,Tobias Ekberg (D),D
John Dahlström (LW/RW),IK Oskarshamn,52,3,8,11,0.21,8,-10,https://www.eliteprospects.com/player/212530/john-dahlstrom,2019-2020,shl,John Dahlström (LW/RW),LW/RW
Eric Norin (D),Brynäs IF,51,2,9,11,0.22,20,2,https://www.eliteprospects.com/player/14150/eric-norin,2019-2020,shl,Eric Norin (D),D
Samuel Johannesson (D),Rögle BK,44,1,10,11,0.25,2,-4,https://www.eliteprospects.com/player/342865/samuel-johannesson,2019-2020,shl,Samuel Johannesson (D),D
Jesper Pettersson (D),Djurgårdens IF,45,0,11,11,0.24,24,3,https://www.eliteprospects.com/player/28988/jesper-pettersson,2019-2020,shl,Jesper Pettersson (D),D
Tim Erixon (D),Växjö Lakers HC,48,0,11,11,0.23,32,2,https://www.eliteprospects.com/player/6051/tim-erixon,2019-2020,shl,Tim Erixon (D),D
Martin Lundberg (W/C),Växjö Lakers HC,39,6,4,10,0.26,72,1,https://www.eliteprospects.com/player/7074/martin-lundberg,2019-2020,shl,Martin Lundberg (W/C),W/C
Nicklas Heinerö (RW),IK Oskarshamn,41,6,4,10,0.24,12,-15,https://www.eliteprospects.com/player/17104/nicklas-heinero,2019-2020,shl,Nicklas Heinerö (RW),RW
Henrik Eriksson (LW),Djurgårdens IF,49,6,4,10,0.20,22,-7,https://www.eliteprospects.com/player/7052/henrik-eriksson,2019-2020,shl,Henrik Eriksson (LW),LW
Emil Larsson (LW/RW),Luleå HF,28,4,6,10,0.36,6,13,https://www.eliteprospects.com/player/33209/emil-larsson,2019-2020,shl,Emil Larsson (LW/RW),LW/RW
Lucas Raymond (LW/RW),Frölunda HC,33,4,6,10,0.30,4,6,https://www.eliteprospects.com/player/350702/lucas-raymond,2019-2020,shl,Lucas Raymond (LW/RW),LW/RW
Henrik Nilsson (D),IK Oskarshamn,49,4,6,10,0.20,26,-10,https://www.eliteprospects.com/player/13024/henrik-nilsson,2019-2020,shl,Henrik Nilsson (D),D
Erik Andersson (W/C),Rögle BK,52,4,6,10,0.19,2,-2,https://www.eliteprospects.com/player/34229/erik-andersson,2019-2020,shl,Erik Andersson (W/C),W/C
Josef Ingman (D),Brynäs IF,48,1,9,10,0.21,12,-12,https://www.eliteprospects.com/player/67227/josef-ingman,2019-2020,shl,Josef Ingman (D),D
Carl Jakobsson (LW/RW),Färjestad BK,47,6,3,9,0.19,4,-3,https://www.eliteprospects.com/player/317680/carl-jakobsson,2019-2020,shl,Carl Jakobsson (LW/RW),LW/RW
Jacob Micflikier (LW/RW),Växjö Lakers HC,18,5,4,9,0.50,4,3,https://www.eliteprospects.com/player/12031/jacob-micflikier,2019-2020,shl,Jacob Micflikier (LW/RW),LW/RW
Lucas Nordsäter (D),Leksands IF,44,4,5,9,0.20,20,-5,https://www.eliteprospects.com/player/248955/lucas-nordsater,2019-2020,shl,Lucas Nordsäter (D),D
Adam Edström (LW/RW),Rögle BK,46,4,5,9,0.20,14,-7,https://www.eliteprospects.com/player/349951/adam-edstrom,2019-2020,shl,Adam Edström (LW/RW),LW/RW
Christoffer Forsberg (C),Malmö Redhawks,52,4,5,9,0.17,10,6,https://www.eliteprospects.com/player/40860/christoffer-forsberg,2019-2020,shl,Christoffer Forsberg (C),C
Rasmus Rissanen (D),Örebro HK,39,3,6,9,0.23,59,20,https://www.eliteprospects.com/player/17287/rasmus-rissanen,2019-2020,shl,Rasmus Rissanen (D),D
Marcus Sylvegård (RW),Växjö Lakers HC,41,3,6,9,0.22,6,6,https://www.eliteprospects.com/player/288607/marcus-sylvegard,2019-2020,shl,Marcus Sylvegård (RW),RW
Linus Persson (C),Leksands IF,42,3,6,9,0.21,12,-9,https://www.eliteprospects.com/player/686/linus-persson,2019-2020,shl,Linus Persson (C),C
Anders Grönlund (D),Frölunda HC,52,3,6,9,0.17,16,2,https://www.eliteprospects.com/player/4466/anders-gronlund,2019-2020,shl,Anders Grönlund (D),D
Jacob Olofsson (C),Skellefteå AIK,24,2,7,9,0.38,6,1,https://www.eliteprospects.com/player/316535/jacob-olofsson,2019-2020,shl,Jacob Olofsson (C),C
Oskar Bäck (C/LW),Färjestad BK,47,2,7,9,0.19,0,-7,https://www.eliteprospects.com/player/294263/oskar-back,2019-2020,shl,Oskar Bäck (C/LW),C/LW
Petter Granberg (D),Skellefteå AIK,52,2,7,9,0.17,38,0,https://www.eliteprospects.com/player/13901/petter-granberg,2019-2020,shl,Petter Granberg (D),D
Niklas Arell (D),Malmö Redhawks,41,1,8,9,0.22,16,2,https://www.eliteprospects.com/player/10048/niklas-arell,2019-2020,shl,Niklas Arell (D),D
Jimmy Andersson (LW),Linköping HC,48,1,8,9,0.19,26,-1,https://www.eliteprospects.com/player/5501/jimmy-andersson,2019-2020,shl,Jimmy Andersson (LW),LW
Martin Johansson (LW),Färjestad BK,25,5,3,8,0.32,2,-3,https://www.eliteprospects.com/player/2047/martin-johansson,2019-2020,shl,Martin Johansson (LW),LW
Mattias Guter (RW),Djurgårdens IF,26,4,4,8,0.31,2,-4,https://www.eliteprospects.com/player/4356/mattias-guter,2019-2020,shl,Mattias Guter (RW),RW
Linus Öberg (RW),Örebro HK,37,4,4,8,0.22,18,1,https://www.eliteprospects.com/player/313352/linus-oberg,2019-2020,shl,Linus Öberg (RW),RW
Lukas Pilö (D),Örebro HK,40,3,5,8,0.20,12,-4,https://www.eliteprospects.com/player/279101/lukas-pilo,2019-2020,shl,Lukas Pilö (D),D
Jesper Williamsson (D),HV71,44,3,5,8,0.18,20,0,https://www.eliteprospects.com/player/18130/jesper-williamsson,2019-2020,shl,Jesper Williamsson (D),D
Max Lindholm (LW/RW),Örebro HK,35,2,6,8,0.23,6,0,https://www.eliteprospects.com/player/212660/max-lindholm,2019-2020,shl,Max Lindholm (LW/RW),LW/RW
Henrik Hetta (LW/C),Malmö Redhawks,48,2,6,8,0.17,37,7,https://www.eliteprospects.com/player/6835/henrik-hetta,2019-2020,shl,Henrik Hetta (LW/C),LW/C
Filip Karlsson (C/LW),totals,43,1,7,8,0.19,8,-4,https://www.eliteprospects.com/player/113813/filip-karlsson,2019-2020,shl,Filip Karlsson (C/LW),C/LW
Philip Broberg (D),Skellefteå AIK,45,1,7,8,0.18,6,-1,https://www.eliteprospects.com/player/349467/philip-broberg,2019-2020,shl,Philip Broberg (D),D
Eddie Larsson (D),Linköping HC,52,1,7,8,0.15,30,-6,https://www.eliteprospects.com/player/13304/eddie-larsson,2019-2020,shl,Eddie Larsson (D),D
Christian Sandberg (C),HV71,32,3,4,7,0.22,12,0,https://www.eliteprospects.com/player/4526/christian-sandberg,2019-2020,shl,Christian Sandberg (C),C
Max Lindroth (D),Linköping HC,34,3,4,7,0.21,10,-10,https://www.eliteprospects.com/player/192059/max-lindroth,2019-2020,shl,Max Lindroth (D),D
Emil Forslund (RW/LW),totals,46,3,4,7,0.15,4,-4,https://www.eliteprospects.com/player/30288/emil-forslund,2019-2020,shl,Emil Forslund (RW/LW),RW/LW
Daniel Glad (D),Rögle BK,47,3,4,7,0.15,58,0,https://www.eliteprospects.com/player/6929/daniel-glad,2019-2020,shl,Daniel Glad (D),D
Oskar Nilsson (D),IK Oskarshamn,28,2,5,7,0.25,12,-3,https://www.eliteprospects.com/player/6054/oskar-nilsson,2019-2020,shl,Oskar Nilsson (D),D
Mattias Karlsson (D),Leksands IF,33,2,5,7,0.21,12,-3,https://www.eliteprospects.com/player/618/mattias-karlsson,2019-2020,shl,Mattias Karlsson (D),D
Aleksi Mustonen (C/LW),Färjestad BK,13,1,6,7,0.54,4,-1,https://www.eliteprospects.com/player/50679/aleksi-mustonen,2019-2020,shl,Aleksi Mustonen (C/LW),C/LW
Simon Johansson (D),Djurgårdens IF,34,1,6,7,0.21,18,-1,https://www.eliteprospects.com/player/289775/simon-johansson,2019-2020,shl,Simon Johansson (D),D
Philip Samuelsson (D),Leksands IF,42,1,6,7,0.17,60,-11,https://www.eliteprospects.com/player/10809/philip-samuelsson,2019-2020,shl,Philip Samuelsson (D),D
Erlend Lesund (D),Rögle BK,52,1,6,7,0.13,20,3,https://www.eliteprospects.com/player/73394/erlend-lesund,2019-2020,shl,Erlend Lesund (D),D
Johan Ivarsson (D),Färjestad BK,43,0,7,7,0.16,34,-7,https://www.eliteprospects.com/player/67214/johan-ivarsson,2019-2020,shl,Johan Ivarsson (D),D
David Printz (D),Frölunda HC,46,0,7,7,0.15,32,-3,https://www.eliteprospects.com/player/18/david-printz,2019-2020,shl,David Printz (D),D
John Persson (LW/RW),Brynäs IF,15,5,1,6,0.40,2,3,https://www.eliteprospects.com/player/20380/john-persson,2019-2020,shl,John Persson (LW/RW),LW/RW
Fredrik Forsberg (LW/RW),Leksands IF,40,5,1,6,0.15,2,0,https://www.eliteprospects.com/player/109979/fredrik-forsberg,2019-2020,shl,Fredrik Forsberg (LW/RW),LW/RW
Ville Leskinen (RW/LW),Färjestad BK,14,4,2,6,0.43,0,1,https://www.eliteprospects.com/player/73110/ville-leskinen,2019-2020,shl,Ville Leskinen (RW/LW),RW/LW
Johan Johnsson (C/LW),totals,49,4,2,6,0.12,8,-9,https://www.eliteprospects.com/player/16813/johan-johnsson,2019-2020,shl,Johan Johnsson (C/LW),C/LW
Robin Söderqvist (C),IK Oskarshamn,48,3,3,6,0.13,24,-11,https://www.eliteprospects.com/player/43992/robin-soderqvist,2019-2020,shl,Robin Söderqvist (C),C
Lukas Kilström (D),Brynäs IF,30,2,4,6,0.20,18,-1,https://www.eliteprospects.com/player/6485/lukas-kilstrom,2019-2020,shl,Lukas Kilström (D),D
Niclas Lundgren (D),totals,40,2,4,6,0.15,2,-12,https://www.eliteprospects.com/player/5661/niclas-lundgren,2019-2020,shl,Niclas Lundgren (D),D
Karl Stollery (D),Frölunda HC,41,2,4,6,0.15,16,0,https://www.eliteprospects.com/player/19292/karl-stollery,2019-2020,shl,Karl Stollery (D),D
Robin Johansson (C/LW),Linköping HC,46,2,4,6,0.13,12,-16,https://www.eliteprospects.com/player/9698/robin-johansson,2019-2020,shl,Robin Johansson (C/LW),C/LW
Jesper Dahlroth (D),IK Oskarshamn,50,2,4,6,0.12,22,-11,https://www.eliteprospects.com/player/9851/jesper-dahlroth,2019-2020,shl,Jesper Dahlroth (D),D
Emil Johansson (D),HV71,51,2,4,6,0.12,28,13,https://www.eliteprospects.com/player/79498/emil-johansson,2019-2020,shl,Emil Johansson (D),D
Robin Salo (D),Örebro HK,12,1,5,6,0.50,2,3,https://www.eliteprospects.com/player/197821/robin-salo,2019-2020,shl,Robin Salo (D),D
Niclas Andersén (D),Brynäs IF,38,1,5,6,0.16,22,-8,https://www.eliteprospects.com/player/3724/niclas-andersen,2019-2020,shl,Niclas Andersén (D),D
Samuel Jonsson (D),Rögle BK,44,1,5,6,0.14,6,-1,https://www.eliteprospects.com/player/231612/samuel-jonsson,2019-2020,shl,Samuel Jonsson (D),D
Emil Wahlberg (D),IK Oskarshamn,48,1,5,6,0.13,14,-3,https://www.eliteprospects.com/player/20983/emil-wahlberg,2019-2020,shl,Emil Wahlberg (D),D
Julius Bergman (D),Frölunda HC,42,0,6,6,0.14,20,7,https://www.eliteprospects.com/player/38929/julius-bergman,2019-2020,shl,Julius Bergman (D),D
Kalle Östman (C/LW),Djurgårdens IF,49,4,1,5,0.10,8,-2,https://www.eliteprospects.com/player/21380/kalle-ostman,2019-2020,shl,Kalle Östman (C/LW),C/LW
Chris DeSousa (C/LW),Rögle BK,14,3,2,5,0.36,0,-2,https://www.eliteprospects.com/player/30925/chris-desousa,2019-2020,shl,Chris DeSousa (C/LW),C/LW
Austin Farley (C),Luleå HF,22,3,2,5,0.23,2,1,https://www.eliteprospects.com/player/99865/austin-farley,2019-2020,shl,Austin Farley (C),C
Michael Latta (C),Färjestad BK,26,3,2,5,0.19,43,-9,https://www.eliteprospects.com/player/14436/michael-latta,2019-2020,shl,Michael Latta (C),C
Sebastian Karlsson (C),Linköping HC,50,3,2,5,0.10,10,-6,https://www.eliteprospects.com/player/1282/sebastian-karlsson,2019-2020,shl,Sebastian Karlsson (C),C
