player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Eric O'Dell (C/RW),Dynamo Moskva,64,23,28,51,0.80,74,20,https://www.eliteprospects.com/player/17515/eric-o-dell,2023-2024,khl,Eric O'Dell (C/RW),C/RW
Maxim Shabanov (RW/C),Traktor Chelyabinsk,64,25,25,50,0.78,4,10,https://www.eliteprospects.com/player/375743/maxim-shabanov,2023-2024,khl,Maxim Shabanov (RW/C),RW/C
Danila Yurov (RW/C),Metallurg Magnitogorsk,62,21,28,49,0.79,35,22,https://www.eliteprospects.com/player/672619/danila-yurov,2023-2024,khl,Danila Yurov (RW/C),RW/C
Konstantin Okulov (LW/C),CSKA Moskva,57,15,34,49,0.86,8,4,https://www.eliteprospects.com/player/160611/konstantin-okulov,2023-2024,khl,Konstantin Okulov (LW/C),LW/C
Maxim Letunov (C),Torpedo Nizhny Novgorod,66,25,23,48,0.73,30,15,https://www.eliteprospects.com/player/233028/maxim-letunov,2023-2024,khl,Maxim Letunov (C),C
Ivan Drozdov (RW/LW),Salavat Yulaev Ufa,65,24,24,48,0.74,26,8,https://www.eliteprospects.com/player/333917/ivan-drozdov,2023-2024,khl,Ivan Drozdov (RW/LW),RW/LW
Danil Aimurzin (C),Severstal Cherepovets,63,16,32,48,0.76,16,6,https://www.eliteprospects.com/player/568050/danil-aimurzin,2023-2024,khl,Danil Aimurzin (C),C
Maxim Tsyplakov (RW),Spartak Moskva,65,31,16,47,0.72,35,12,https://www.eliteprospects.com/player/354505/maxim-tsyplakov,2023-2024,khl,Maxim Tsyplakov (RW),RW
Brooks Macek (RW/C),Avtomobilist Yekaterinburg,67,23,24,47,0.70,38,-2,https://www.eliteprospects.com/player/32758/brooks-macek,2023-2024,khl,Brooks Macek (RW/C),RW/C
Sam Anas (RW/C),Dinamo Minsk,60,21,25,46,0.77,14,-7,https://www.eliteprospects.com/player/121857/sam-anas,2023-2024,khl,Sam Anas (RW/C),RW/C
Taylor Beck (W/C),Sibir Novosibirsk,60,14,32,46,0.77,66,-6,https://www.eliteprospects.com/player/24653/taylor-beck,2023-2024,khl,Taylor Beck (W/C),W/C
Mikhail Grigorenko (C/RW),CSKA Moskva,59,18,27,45,0.76,12,6,https://www.eliteprospects.com/player/42435/mikhail-grigorenko,2023-2024,khl,Mikhail Grigorenko (C/RW),C/RW
Artur Tyanulin (LW),HK Sochi,63,17,28,45,0.71,32,-21,https://www.eliteprospects.com/player/266824/artur-tyanulin,2023-2024,khl,Artur Tyanulin (LW),LW
Vladimir Tkachyov (C),Traktor Chelyabinsk,64,12,33,45,0.70,12,12,https://www.eliteprospects.com/player/77117/vladimir-tkachyov,2023-2024,khl,Vladimir Tkachyov (C),C
Brennan Menell (D),Dynamo Moskva,66,8,37,45,0.68,12,4,https://www.eliteprospects.com/player/283890/brennan-menell,2023-2024,khl,Brennan Menell (D),D
Andrei Belozyorov (LW),Neftekhimik Nizhnekamsk,68,19,25,44,0.65,26,-20,https://www.eliteprospects.com/player/250348/andrei-belozyorov,2023-2024,khl,Andrei Belozyorov (LW),LW
Yegor Korshkov (RW/LW),Amur Khabarovsk,67,15,29,44,0.66,32,10,https://www.eliteprospects.com/player/176637/yegor-korshkov,2023-2024,khl,Yegor Korshkov (RW/LW),RW/LW
Vadim Shipachyov (C),Ak Bars Kazan,62,13,31,44,0.71,32,-6,https://www.eliteprospects.com/player/19550/vadim-shipachyov,2023-2024,khl,Vadim Shipachyov (C),C
Dmitri Rashevsky (RW),Dynamo Moskva,67,24,19,43,0.64,20,20,https://www.eliteprospects.com/player/392566/dmitri-rashevsky,2023-2024,khl,Dmitri Rashevsky (RW),RW
Marat Khairullin (RW),SKA St. Petersburg,52,18,25,43,0.83,16,15,https://www.eliteprospects.com/player/262646/marat-khairullin,2023-2024,khl,Marat Khairullin (RW),RW
Nikolai Prokhorkin (C),totals,65,18,25,43,0.66,53,-4,https://www.eliteprospects.com/player/93769/nikolai-prokhorkin,2023-2024,khl,Nikolai Prokhorkin (C),C
Borna Rendulic (RW/LW),totals,67,20,22,42,0.63,24,15,https://www.eliteprospects.com/player/30359/borna-rendulic,2023-2024,khl,Borna Rendulic (RW/LW),RW/LW
Alexander Volkov (RW/LW),Dinamo Minsk,68,19,23,42,0.62,56,6,https://www.eliteprospects.com/player/277802/alexander-volkov,2023-2024,khl,Alexander Volkov (RW/LW),RW/LW
Alexander Galchenyuk (C/RW),SKA St. Petersburg,61,16,26,42,0.69,42,13,https://www.eliteprospects.com/player/74611/alexander-galchenyuk,2023-2024,khl,Alexander Galchenyuk (C/RW),C/RW
Vladimir Butuzov (RW),Sibir Novosibirsk,68,12,30,42,0.62,22,-7,https://www.eliteprospects.com/player/160606/vladimir-butuzov,2023-2024,khl,Vladimir Butuzov (RW),RW
Matvei Michkov (RW),totals,48,19,22,41,0.85,26,-6,https://www.eliteprospects.com/player/699375/matvei-michkov,2023-2024,khl,Matvei Michkov (RW),RW
Nikita Grebyonkin (LW/RW),Metallurg Magnitogorsk,67,19,22,41,0.61,17,12,https://www.eliteprospects.com/player/652832/nikita-grebyonkin,2023-2024,khl,Nikita Grebyonkin (LW/RW),LW/RW
Mikhail Vorobyov (C),SKA St. Petersburg,61,17,24,41,0.67,36,31,https://www.eliteprospects.com/player/285679/mikhail-vorobyov,2023-2024,khl,Mikhail Vorobyov (C),C
Kirill Semyonov (C),Ak Bars Kazan,68,13,28,41,0.60,30,22,https://www.eliteprospects.com/player/211958/kirill-semyonov,2023-2024,khl,Kirill Semyonov (C),C
Maxim Karpov (RW),Metallurg Magnitogorsk,61,12,29,41,0.67,4,15,https://www.eliteprospects.com/player/92711/maxim-karpov,2023-2024,khl,Maxim Karpov (RW),RW
Andrei Loktionov (C),Spartak Moskva,53,10,31,41,0.77,12,16,https://www.eliteprospects.com/player/11867/andrei-loktionov,2023-2024,khl,Andrei Loktionov (C),C
Vasili Glotov (C/LW),SKA St. Petersburg,60,22,18,40,0.67,14,30,https://www.eliteprospects.com/player/313721/vasili-glotov,2023-2024,khl,Vasili Glotov (C/LW),C/LW
Vasily Atanasov (RW/C),Torpedo Nizhny Novgorod,46,19,21,40,0.87,16,11,https://www.eliteprospects.com/player/530689/vasily-atanasov,2023-2024,khl,Vasily Atanasov (RW/C),RW/C
Alexander Radulov (RW),Ak Bars Kazan,58,16,24,40,0.69,36,-5,https://www.eliteprospects.com/player/8794/alexander-radulov,2023-2024,khl,Alexander Radulov (RW),RW
Andy Andreoff (C/LW),Sibir Novosibirsk,66,27,12,39,0.59,47,-6,https://www.eliteprospects.com/player/32736/andy-andreoff,2023-2024,khl,Andy Andreoff (C/LW),C/LW
Robin Press (D),Metallurg Magnitogorsk,64,7,32,39,0.61,18,-5,https://www.eliteprospects.com/player/36616/robin-press,2023-2024,khl,Robin Press (D),D
Arseni Gritsyuk (RW),SKA St. Petersburg,50,19,19,38,0.76,8,10,https://www.eliteprospects.com/player/519772/arseni-gritsyuk,2023-2024,khl,Arseni Gritsyuk (RW),RW
Nikita Mikhailis (LW),Metallurg Magnitogorsk,64,19,19,38,0.59,8,8,https://www.eliteprospects.com/player/154017/nikita-mikhailis,2023-2024,khl,Nikita Mikhailis (LW),LW
Joshua Leivo (LW/RW),Salavat Yulaev Ufa,40,15,23,38,0.95,14,11,https://www.eliteprospects.com/player/88692/joshua-leivo,2023-2024,khl,Joshua Leivo (LW/RW),LW/RW
Stanislav Bocharov (RW),Amur Khabarovsk,67,14,24,38,0.57,20,14,https://www.eliteprospects.com/player/22928/stanislav-bocharov,2023-2024,khl,Stanislav Bocharov (RW),RW
Ivan Morozov (C),Spartak Moskva,37,11,27,38,1.03,27,12,https://www.eliteprospects.com/player/396897/ivan-morozov,2023-2024,khl,Ivan Morozov (C),C
Alexander Skorenov (LW/RW),Severstal Cherepovets,61,19,18,37,0.61,17,-1,https://www.eliteprospects.com/player/490221/alexander-skorenov,2023-2024,khl,Alexander Skorenov (LW/RW),LW/RW
Maxim Mamin (LW),CSKA Moskva,65,19,18,37,0.57,18,11,https://www.eliteprospects.com/player/155384/maxim-mamin,2023-2024,khl,Maxim Mamin (LW),LW
Pontus Åberg (LW/RW),Barys Astana,64,17,20,37,0.58,24,-22,https://www.eliteprospects.com/player/16835/pontus-aberg,2023-2024,khl,Pontus Åberg (LW/RW),LW/RW
Anton Burdasov (RW),Traktor Chelyabinsk,56,19,17,36,0.64,24,-4,https://www.eliteprospects.com/player/38657/anton-burdasov,2023-2024,khl,Anton Burdasov (RW),RW
Maxim Shalunov (C),Lokomotiv Yaroslavl,68,17,19,36,0.53,28,13,https://www.eliteprospects.com/player/58566/maxim-shalunov,2023-2024,khl,Maxim Shalunov (C),C
Adam Liska (RW/LW),Severstal Cherepovets,67,13,23,36,0.54,15,-1,https://www.eliteprospects.com/player/269279/adam-liska,2023-2024,khl,Adam Liska (RW/LW),RW/LW
Ostap Safin (RW/LW),Lada Togliatti,67,13,23,36,0.54,32,16,https://www.eliteprospects.com/player/272770/ostap-safin,2023-2024,khl,Ostap Safin (RW/LW),RW/LW
Daniil Gutik (LW),Admiral Vladivostok,68,12,24,36,0.53,30,-18,https://www.eliteprospects.com/player/514155/daniil-gutik,2023-2024,khl,Daniil Gutik (LW),LW
Nikita Nesterov (D),CSKA Moskva,59,11,25,36,0.61,36,1,https://www.eliteprospects.com/player/70425/nikita-nesterov,2023-2024,khl,Nikita Nesterov (D),D
Alexander Gorshkov (LW/RW),Admiral Vladivostok,65,11,25,36,0.55,22,-3,https://www.eliteprospects.com/player/98989/alexander-gorshkov,2023-2024,khl,Alexander Gorshkov (LW/RW),LW/RW
Devin Brosseau (C/RW),Kunlun Red Star,67,23,12,35,0.52,75,-13,https://www.eliteprospects.com/player/128449/devin-brosseau,2023-2024,khl,Devin Brosseau (C/RW),C/RW
Cédric Paquette (C/RW),Dynamo Moskva,57,22,13,35,0.61,28,6,https://www.eliteprospects.com/player/128521/cedric-paquette,2023-2024,khl,Cédric Paquette (C/RW),C/RW
Nikita Korostelyov (LW/RW),totals,62,21,14,35,0.56,39,-12,https://www.eliteprospects.com/player/183258/nikita-korostelyov,2023-2024,khl,Nikita Korostelyov (LW/RW),LW/RW
Roman Gorbunov (RW/C),Dinamo Minsk,53,17,18,35,0.66,58,10,https://www.eliteprospects.com/player/267041/roman-gorbunov,2023-2024,khl,Roman Gorbunov (RW/C),RW/C
Vladislav Firstov (LW),Torpedo Nizhny Novgorod,67,17,18,35,0.52,68,1,https://www.eliteprospects.com/player/514167/vladislav-firstov,2023-2024,khl,Vladislav Firstov (LW),LW
Artur Kayumov (LW/RW),Lokomotiv Yaroslavl,66,16,19,35,0.53,21,15,https://www.eliteprospects.com/player/312217/artur-kayumov,2023-2024,khl,Artur Kayumov (LW/RW),LW/RW
Nikolai Kovalenko (RW/LW),Torpedo Nizhny Novgorod,42,11,24,35,0.83,30,5,https://www.eliteprospects.com/player/339499/nikolai-kovalenko,2023-2024,khl,Nikolai Kovalenko (RW/LW),RW/LW
Derek Barach (C),Vityaz Moscow Region,68,10,25,35,0.51,51,-22,https://www.eliteprospects.com/player/256130/derek-barach,2023-2024,khl,Derek Barach (C),C
Ilya Ivantsov (C),Severstal Cherepovets,68,9,26,35,0.51,25,4,https://www.eliteprospects.com/player/527463/ilya-ivantsov,2023-2024,khl,Ilya Ivantsov (C),C
Vitali Kravtsov (RW/LW),Traktor Chelyabinsk,55,18,16,34,0.62,16,-4,https://www.eliteprospects.com/player/379749/vitali-kravtsov,2023-2024,khl,Vitali Kravtsov (RW/LW),RW/LW
Alexander Dergachyov (C),Neftekhimik Nizhnekamsk,66,18,16,34,0.52,34,-14,https://www.eliteprospects.com/player/231966/alexander-dergachyov,2023-2024,khl,Alexander Dergachyov (C),C
Semyon Der-Arguchintsev (C),Traktor Chelyabinsk,53,17,17,34,0.64,18,-1,https://www.eliteprospects.com/player/315260/semyon-der-arguchintsev,2023-2024,khl,Semyon Der-Arguchintsev (C),C
Denis Zernov (C),Metallurg Magnitogorsk,65,17,17,34,0.52,22,14,https://www.eliteprospects.com/player/328741/denis-zernov,2023-2024,khl,Denis Zernov (C),C
Vladislav Kamenev (C),CSKA Moskva,57,16,18,34,0.60,30,1,https://www.eliteprospects.com/player/216659/vladislav-kamenev,2023-2024,khl,Vladislav Kamenev (C),C
Riley Barber (RW/LW),totals,56,15,19,34,0.61,6,-5,https://www.eliteprospects.com/player/89847/riley-barber,2023-2024,khl,Riley Barber (RW/LW),RW/LW
Michal Čajkovský (D),Spartak Moskva,61,9,25,34,0.56,38,7,https://www.eliteprospects.com/player/40251/michal-cajkovsky,2023-2024,khl,Michal Čajkovský (D),D
Dmitri Shevchenko (C/RW),Amur Khabarovsk,66,16,17,33,0.50,24,-6,https://www.eliteprospects.com/player/266147/dmitri-shevchenko,2023-2024,khl,Dmitri Shevchenko (C/RW),C/RW
Nikita Setdikov (RW),totals,62,12,21,33,0.53,14,-7,https://www.eliteprospects.com/player/210510/nikita-setdikov,2023-2024,khl,Nikita Setdikov (RW),RW
Anatoli Golyshev (RW),Avtomobilist Yekaterinburg,62,10,23,33,0.53,8,7,https://www.eliteprospects.com/player/205469/anatoli-golyshev,2023-2024,khl,Anatoli Golyshev (RW),RW
David Sklenička (D),Barys Astana,62,8,25,33,0.53,40,-18,https://www.eliteprospects.com/player/194986/david-sklenicka,2023-2024,khl,David Sklenička (D),D
Nick Merkley (RW/C),Dinamo Minsk,65,16,16,32,0.49,55,3,https://www.eliteprospects.com/player/107894/nick-merkley,2023-2024,khl,Nick Merkley (RW/C),RW/C
Vitaly Abramov (LW/RW),CSKA Moskva,59,13,19,32,0.54,22,14,https://www.eliteprospects.com/player/295715/vitaly-abramov,2023-2024,khl,Vitaly Abramov (LW/RW),LW/RW
Dmitri Kugryshev (LW/RW),Lada Togliatti,67,13,19,32,0.48,18,-1,https://www.eliteprospects.com/player/11865/dmitri-kugryshev,2023-2024,khl,Dmitri Kugryshev (LW/RW),LW/RW
Michal Kristof (C/W),HK Sochi,54,9,23,32,0.59,12,-17,https://www.eliteprospects.com/player/51191/michal-kristof,2023-2024,khl,Michal Kristof (C/W),C/W
Jesse Graham (D),HK Sochi,62,9,23,32,0.52,20,-33,https://www.eliteprospects.com/player/92681/jesse-graham,2023-2024,khl,Jesse Graham (D),D
Vladislav Barulin (C/RW),Amur Khabarovsk,62,17,14,31,0.50,4,6,https://www.eliteprospects.com/player/250363/vladislav-barulin,2023-2024,khl,Vladislav Barulin (C/RW),C/RW
Semyon Koshelev (RW/LW),totals,58,15,16,31,0.53,8,7,https://www.eliteprospects.com/player/154465/semyon-koshelev,2023-2024,khl,Semyon Koshelev (RW/LW),RW/LW
Alexei Makeyev (LW),Avtomobilist Yekaterinburg,67,15,16,31,0.46,18,11,https://www.eliteprospects.com/player/130373/alexei-makeyev,2023-2024,khl,Alexei Makeyev (LW),LW
Vladimir Alistrov (RW/LW),SKA St. Petersburg,39,13,18,31,0.79,18,16,https://www.eliteprospects.com/player/514635/vladimir-alistrov,2023-2024,khl,Vladimir Alistrov (RW/LW),RW/LW
Igor Geraskin (RW/C),totals,65,11,20,31,0.48,21,3,https://www.eliteprospects.com/player/313587/igor-geraskin,2023-2024,khl,Igor Geraskin (RW/C),RW/C
Tyler Wong (RW/C),Kunlun Red Star,67,7,24,31,0.46,22,-12,https://www.eliteprospects.com/player/62109/tyler-wong,2023-2024,khl,Tyler Wong (RW/C),RW/C
Jérémy Roy (D),Vityaz Moscow Region,67,4,27,31,0.46,17,-26,https://www.eliteprospects.com/player/151150/jeremy-roy,2023-2024,khl,Jérémy Roy (D),D
Scott Wilson (LW),Vityaz Moscow Region,38,20,10,30,0.79,4,-6,https://www.eliteprospects.com/player/62534/scott-wilson,2023-2024,khl,Scott Wilson (LW),LW
Maxim Sorkin (C),CSKA Moskva,51,13,17,30,0.59,8,10,https://www.eliteprospects.com/player/395633/maxim-sorkin,2023-2024,khl,Maxim Sorkin (C),C
Yaroslav Likhachyov (LW),Lokomotiv Yaroslavl,54,13,17,30,0.56,16,11,https://www.eliteprospects.com/player/514171/yaroslav-likhachyov,2023-2024,khl,Yaroslav Likhachyov (LW),LW
Maxim Beryozkin (RW/LW),Lokomotiv Yaroslavl,62,8,22,30,0.48,18,0,https://www.eliteprospects.com/player/514147/maxim-beryozkin,2023-2024,khl,Maxim Beryozkin (RW/LW),RW/LW
Troy Josephs (C/LW),Lada Togliatti,53,20,9,29,0.55,29,3,https://www.eliteprospects.com/player/117744/troy-josephs,2023-2024,khl,Troy Josephs (C/LW),C/LW
Shane Prince (LW),Spartak Moskva,58,17,12,29,0.50,24,3,https://www.eliteprospects.com/player/32724/shane-prince,2023-2024,khl,Shane Prince (LW),LW
Ruslan Abrosimov (C),Severstal Cherepovets,60,14,15,29,0.48,24,3,https://www.eliteprospects.com/player/514151/ruslan-abrosimov,2023-2024,khl,Ruslan Abrosimov (C),C
Spencer Foo (RW),Kunlun Red Star,54,13,16,29,0.54,25,-11,https://www.eliteprospects.com/player/107388/spencer-foo,2023-2024,khl,Spencer Foo (RW),RW
Dmitri Buchelnikov (LW),Admiral Vladivostok,55,13,16,29,0.53,8,-9,https://www.eliteprospects.com/player/698717/dmitri-buchelnikov,2023-2024,khl,Dmitri Buchelnikov (LW),LW
Andrei Altybarmakyan (RW/LW),Lada Togliatti,61,13,16,29,0.48,38,-3,https://www.eliteprospects.com/player/313706/andrei-altybarmakyan,2023-2024,khl,Andrei Altybarmakyan (RW/LW),RW/LW
Brandon Yip (RW/LW),Kunlun Red Star,67,13,16,29,0.43,89,-27,https://www.eliteprospects.com/player/11887/brandon-yip,2023-2024,khl,Brandon Yip (RW/LW),RW/LW
Mikhail Ilyin (LW/RW),Severstal Cherepovets,65,12,17,29,0.45,20,14,https://www.eliteprospects.com/player/780088/mikhail-ilyin,2023-2024,khl,Mikhail Ilyin (LW/RW),LW/RW
Andrei Svetlakov (C),CSKA Moskva,59,10,19,29,0.49,36,21,https://www.eliteprospects.com/player/168686/andrei-svetlakov,2023-2024,khl,Andrei Svetlakov (C),C
Vladimir Bryukvin (LW),Neftekhimik Nizhnekamsk,67,10,19,29,0.43,19,-8,https://www.eliteprospects.com/player/159423/vladimir-bryukvin,2023-2024,khl,Vladimir Bryukvin (LW),LW
Daniil Pylenkov (D),Dynamo Moskva,67,7,22,29,0.43,18,1,https://www.eliteprospects.com/player/395897/daniil-pylenkov,2023-2024,khl,Daniil Pylenkov (D),D
Ryan Merkley (D),Kunlun Red Star,64,3,26,29,0.45,54,-13,https://www.eliteprospects.com/player/273668/ryan-merkley,2023-2024,khl,Ryan Merkley (D),D
Alexander Petunin (RW/C),totals,59,14,14,28,0.47,14,-4,https://www.eliteprospects.com/player/300930/alexander-petunin,2023-2024,khl,Alexander Petunin (RW/C),RW/C
Pavel Karnaukhov (C/W),CSKA Moskva,68,14,14,28,0.41,28,-6,https://www.eliteprospects.com/player/268038/pavel-karnaukhov,2023-2024,khl,Pavel Karnaukhov (C/W),C/W
Valentin Zykov (LW/RW),SKA St. Petersburg,52,13,15,28,0.54,47,13,https://www.eliteprospects.com/player/155382/valentin-zykov,2023-2024,khl,Valentin Zykov (LW/RW),LW/RW
Anton Berlyov (C),Admiral Vladivostok,62,11,17,28,0.45,12,-15,https://www.eliteprospects.com/player/211730/anton-berlyov,2023-2024,khl,Anton Berlyov (C),C
Curtis Valk (C),Avtomobilist Yekaterinburg,60,8,20,28,0.47,28,1,https://www.eliteprospects.com/player/45510/curtis-valk,2023-2024,khl,Curtis Valk (C),C
Kodie Curran (D),Dinamo Minsk,65,8,20,28,0.43,33,-6,https://www.eliteprospects.com/player/24432/kodie-curran,2023-2024,khl,Kodie Curran (D),D
Denis Alexeyev (C/RW),Lokomotiv Yaroslavl,66,8,20,28,0.42,12,3,https://www.eliteprospects.com/player/265764/denis-alexeyev,2023-2024,khl,Denis Alexeyev (C/RW),C/RW
Bogdan Konyushkov (D),Torpedo Nizhny Novgorod,65,6,22,28,0.43,18,-9,https://www.eliteprospects.com/player/627775/bogdan-konyushkov,2023-2024,khl,Bogdan Konyushkov (D),D
Lucas Lockhart (C),Kunlun Red Star,68,17,10,27,0.40,21,-7,https://www.eliteprospects.com/player/37243/lucas-lockhart,2023-2024,khl,Lucas Lockhart (C),C
Sergei Shumakov (LW),Lada Togliatti,53,15,12,27,0.51,24,5,https://www.eliteprospects.com/player/105666/sergei-shumakov,2023-2024,khl,Sergei Shumakov (LW),LW
Anthony Camara (W/C),totals,59,14,13,27,0.46,64,-23,https://www.eliteprospects.com/player/45561/anthony-camara,2023-2024,khl,Anthony Camara (W/C),W/C
Valentin Pyanov (C),Avangard Omsk,62,12,15,27,0.44,12,-19,https://www.eliteprospects.com/player/43830/valentin-pyanov,2023-2024,khl,Valentin Pyanov (C),C
Sergei Shirokov (LW),Avtomobilist Yekaterinburg,57,11,16,27,0.47,28,-8,https://www.eliteprospects.com/player/9264/sergei-shirokov,2023-2024,khl,Sergei Shirokov (LW),LW
Georgi Ivanov (C),Lokomotiv Yaroslavl,66,11,16,27,0.41,32,8,https://www.eliteprospects.com/player/312216/georgi-ivanov,2023-2024,khl,Georgi Ivanov (C),C
Danil Yurtaikin (LW/RW),totals,52,10,17,27,0.52,14,15,https://www.eliteprospects.com/player/265753/danil-yurtaikin,2023-2024,khl,Danil Yurtaikin (LW/RW),LW/RW
Nikita Soshnikov (RW/C),Traktor Chelyabinsk,67,10,17,27,0.40,25,1,https://www.eliteprospects.com/player/94676/nikita-soshnikov,2023-2024,khl,Nikita Soshnikov (RW/C),RW/C
Dmitri Vishnevsky (D),Spartak Moskva,62,8,19,27,0.44,21,7,https://www.eliteprospects.com/player/24786/dmitri-vishnevsky,2023-2024,khl,Dmitri Vishnevsky (D),D
Sergei Shmelyov (LW/RW),Salavat Yulaev Ufa,45,6,21,27,0.60,10,16,https://www.eliteprospects.com/player/77119/sergei-shmelyov,2023-2024,khl,Sergei Shmelyov (LW/RW),LW/RW
Yegor Yakovlev (D),Metallurg Magnitogorsk,64,6,21,27,0.42,19,12,https://www.eliteprospects.com/player/77120/yegor-yakovlev,2023-2024,khl,Yegor Yakovlev (D),D
Giovanni Fiore (LW/RW),Admiral Vladivostok,63,15,11,26,0.41,22,0,https://www.eliteprospects.com/player/156093/giovanni-fiore,2023-2024,khl,Giovanni Fiore (LW/RW),LW/RW
Sergei Plotnikov (RW/LW),CSKA Moskva,66,13,13,26,0.39,43,-1,https://www.eliteprospects.com/player/17760/sergei-plotnikov,2023-2024,khl,Sergei Plotnikov (RW/LW),RW/LW
Bulat Shafigullin (RW/LW),Neftekhimik Nizhnekamsk,56,11,15,26,0.46,42,-2,https://www.eliteprospects.com/player/339599/bulat-shafigullin,2023-2024,khl,Bulat Shafigullin (RW/LW),RW/LW
Jan Drozg (LW),Amur Khabarovsk,49,9,17,26,0.53,22,0,https://www.eliteprospects.com/player/265944/jan-drozg,2023-2024,khl,Jan Drozg (LW),LW
Martin Gernát (D),Lokomotiv Yaroslavl,64,8,18,26,0.41,27,12,https://www.eliteprospects.com/player/89280/martin-gernat,2023-2024,khl,Martin Gernát (D),D
Pavel Akolzin (RW/LW),Metallurg Magnitogorsk,64,17,8,25,0.39,49,10,https://www.eliteprospects.com/player/38675/pavel-akolzin,2023-2024,khl,Pavel Akolzin (RW/LW),RW/LW
Dmitri Kagarlitsky (LW),Ak Bars Kazan,64,15,10,25,0.39,14,-5,https://www.eliteprospects.com/player/11862/dmitri-kagarlitsky,2023-2024,khl,Dmitri Kagarlitsky (LW),LW
Arkadi Shestakov (C),Barys Astana,68,15,10,25,0.37,26,-19,https://www.eliteprospects.com/player/154467/arkadi-shestakov,2023-2024,khl,Arkadi Shestakov (C),C
Nikolai Kulyomin (LW/RW),Salavat Yulaev Ufa,46,13,12,25,0.54,10,7,https://www.eliteprospects.com/player/9258/nikolai-kulyomin,2023-2024,khl,Nikolai Kulyomin (LW/RW),LW/RW
Ansel Galimov (RW/C),Spartak Moskva,68,13,12,25,0.37,22,3,https://www.eliteprospects.com/player/100695/ansel-galimov,2023-2024,khl,Ansel Galimov (RW/C),RW/C
Rushan Rafikov (D),Lokomotiv Yaroslavl,62,12,13,25,0.40,28,12,https://www.eliteprospects.com/player/165018/rushan-rafikov,2023-2024,khl,Rushan Rafikov (D),D
Anton Slepyshev (LW),CSKA Moskva,43,10,15,25,0.58,16,1,https://www.eliteprospects.com/player/117748/anton-slepyshev,2023-2024,khl,Anton Slepyshev (LW),LW
Ivan Nikolishin (C),Avangard Omsk,65,10,15,25,0.38,16,16,https://www.eliteprospects.com/player/168681/ivan-nikolishin,2023-2024,khl,Ivan Nikolishin (C),C
Vladislav Tsitsyura (C),Vityaz Moscow Region,49,9,16,25,0.51,10,-12,https://www.eliteprospects.com/player/361181/vladislav-tsitsyura,2023-2024,khl,Vladislav Tsitsyura (C),C
Danil Bashkirov (RW),Salavat Yulaev Ufa,64,9,16,25,0.39,11,10,https://www.eliteprospects.com/player/396889/danil-bashkirov,2023-2024,khl,Danil Bashkirov (RW),RW
Igor Ozhiganov (D),Dynamo Moskva,66,6,19,25,0.38,28,1,https://www.eliteprospects.com/player/77242/igor-ozhiganov,2023-2024,khl,Igor Ozhiganov (D),D
Dinar Khafizullin (D),Salavat Yulaev Ufa,62,4,21,25,0.40,18,21,https://www.eliteprospects.com/player/28106/dinar-khafizullin,2023-2024,khl,Dinar Khafizullin (D),D
Dmitrij Jaskin (RW/C),Ak Bars Kazan,36,18,6,24,0.67,28,-1,https://www.eliteprospects.com/player/65564/dmitrij-jaskin,2023-2024,khl,Dmitrij Jaskin (RW/C),RW/C
Dmitri Sokolov (RW),Neftekhimik Nizhnekamsk,44,16,8,24,0.55,6,-2,https://www.eliteprospects.com/player/279385/dmitri-sokolov,2023-2024,khl,Dmitri Sokolov (RW),RW
Kirill Rasskazov (C),HK Sochi,47,14,10,24,0.51,24,-12,https://www.eliteprospects.com/player/106193/kirill-rasskazov,2023-2024,khl,Kirill Rasskazov (C),C
Alexei Kruchinin (LW/C),Torpedo Nizhny Novgorod,55,14,10,24,0.44,22,-8,https://www.eliteprospects.com/player/90624/alexei-kruchinin,2023-2024,khl,Alexei Kruchinin (LW/C),LW/C
Alexander Polunin (LW/RW),Lokomotiv Yaroslavl,68,14,10,24,0.35,24,7,https://www.eliteprospects.com/player/285681/alexander-polunin,2023-2024,khl,Alexander Polunin (LW/RW),LW/RW
Alexander Yaremchuk (C/RW),Vityaz Moscow Region,61,13,11,24,0.39,20,-1,https://www.eliteprospects.com/player/359974/alexander-yaremchuk,2023-2024,khl,Alexander Yaremchuk (C/RW),C/RW
Parker Foo (LW),Kunlun Red Star,53,10,14,24,0.45,14,-4,https://www.eliteprospects.com/player/153054/parker-foo,2023-2024,khl,Parker Foo (LW),LW
Scott Kosmachuk (RW),Lada Togliatti,41,9,15,24,0.59,28,1,https://www.eliteprospects.com/player/91265/scott-kosmachuk,2023-2024,khl,Scott Kosmachuk (RW),RW
Alexander Khokhlachyov (RW/C),Amur Khabarovsk,60,8,16,24,0.40,20,-5,https://www.eliteprospects.com/player/41925/alexander-khokhlachyov,2023-2024,khl,Alexander Khokhlachyov (RW/C),RW/C
Nikolai Chebykin (RW),totals,62,8,16,24,0.39,24,-18,https://www.eliteprospects.com/player/300931/nikolai-chebykin,2023-2024,khl,Nikolai Chebykin (RW),RW
Dmitri Yudin (D),Ak Bars Kazan,63,7,17,24,0.38,27,11,https://www.eliteprospects.com/player/186589/dmitri-yudin,2023-2024,khl,Dmitri Yudin (D),D
Yevgeni Mityakin (C),Neftekhimik Nizhnekamsk,68,6,18,24,0.35,10,-12,https://www.eliteprospects.com/player/269050/yevgeni-mityakin,2023-2024,khl,Yevgeni Mityakin (C),C
