player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Igor Magogin (C),HC Detva,15,1,2,3,0.20,8,-7,https://www.eliteprospects.com/player/42137/igor-magogin,2018-2019,slovakia,Igor Magogin (C),C
Robert Dzugan (LW/C),Team Slovakia U20,21,1,2,3,0.14,35,-15,https://www.eliteprospects.com/player/335793/robert-dzugan,2018-2019,slovakia,Robert Dzugan (LW/C),LW/C
Jan Nahalka (D),Team Slovakia U20,24,1,2,3,0.13,6,-19,https://www.eliteprospects.com/player/269657/jan-nahalka,2018-2019,slovakia,Jan Nahalka (D),D
Mathieu Henderson (D),HC Nove Zamky,43,1,2,3,0.07,20,-2,https://www.eliteprospects.com/player/204827/mathieu-henderson,2018-2019,slovakia,Mathieu Henderson (D),D
Denis Pätoprstý (RW),HK Nitra,44,1,2,3,0.07,30,0,https://www.eliteprospects.com/player/173161/denis-patoprsty,2018-2019,slovakia,Denis Pätoprstý (RW),RW
Jan Pardavy (RW),HK Dukla Trencin,47,1,2,3,0.06,14,-1,https://www.eliteprospects.com/player/94945/jan-pardavy,2018-2019,slovakia,Jan Pardavy (RW),RW
Marcel Dlugos (D),totals,15,0,3,3,0.20,10,-5,https://www.eliteprospects.com/player/332194/marcel-dlugos,2018-2019,slovakia,Marcel Dlugos (D),D
Jakub Köver (RW),Team Slovakia U20,20,0,3,3,0.15,12,-15,https://www.eliteprospects.com/player/274273/jakub-kover,2018-2019,slovakia,Jakub Köver (RW),RW
Martin Simon (D),HC Detva,43,0,3,3,0.07,6,1,https://www.eliteprospects.com/player/106653/martin-simon,2018-2019,slovakia,Martin Simon (D),D
Laszlo Rito (LW),DVTK Jegesmedvék,46,0,3,3,0.07,6,-7,https://www.eliteprospects.com/player/39796/laszlo-rito,2018-2019,slovakia,Laszlo Rito (LW),LW
Lukas Bohunicky (D),HK Dukla Trencin,48,0,3,3,0.06,38,-4,https://www.eliteprospects.com/player/11678/lukas-bohunicky,2018-2019,slovakia,Lukas Bohunicky (D),D
Michal Hlinka (C/LW),HK Dukla Trencin,12,2,0,2,0.17,36,2,https://www.eliteprospects.com/player/82646/michal-hlinka,2018-2019,slovakia,Michal Hlinka (C/LW),C/LW
Peter Kundrik (LW/C),HK Poprad,33,2,0,2,0.06,2,-5,https://www.eliteprospects.com/player/275002/peter-kundrik,2018-2019,slovakia,Peter Kundrik (LW/C),LW/C
Jakub Emil Mendrej (D),MsHK Zilina,41,2,0,2,0.05,4,-12,https://www.eliteprospects.com/player/196246/jakub-emil-mendrej,2018-2019,slovakia,Jakub Emil Mendrej (D),D
Kurtis McLean (C),HC Detva,7,1,1,2,0.29,2,-2,https://www.eliteprospects.com/player/11812/kurtis-mclean,2018-2019,slovakia,Kurtis McLean (C),C
Alex Barron (D),HK Poprad,9,1,1,2,0.22,6,6,https://www.eliteprospects.com/player/47342/alex-barron,2018-2019,slovakia,Alex Barron (D),D
Gábor Bugár (D/F),MAC Újbuda,17,1,1,2,0.12,2,4,https://www.eliteprospects.com/player/331378/gabor-bugar,2018-2019,slovakia,Gábor Bugár (D/F),D/F
Péter Vincze (C/RW),DVTK Jegesmedvék,25,1,1,2,0.08,4,-2,https://www.eliteprospects.com/player/69383/peter-vincze,2018-2019,slovakia,Péter Vincze (C/RW),C/RW
Matt Pufahl (D),HKM Zvolen,26,1,1,2,0.08,6,-4,https://www.eliteprospects.com/player/85100/matt-pufahl,2018-2019,slovakia,Matt Pufahl (D),D
Balázs Göz (D),DVTK Jegesmedvék,31,1,1,2,0.06,16,-5,https://www.eliteprospects.com/player/49358/balazs-goz,2018-2019,slovakia,Balázs Göz (D),D
Adrián Sloboda (D),HK Nitra,33,1,1,2,0.06,2,3,https://www.eliteprospects.com/player/108857/adrian-sloboda,2018-2019,slovakia,Adrián Sloboda (D),D
Marek Biro (D),HC Banska Bystrica,34,1,1,2,0.06,6,-4,https://www.eliteprospects.com/player/13835/marek-biro,2018-2019,slovakia,Marek Biro (D),D
Richard Ondrusek (D/F),HC Nove Zamky,40,1,1,2,0.05,2,-9,https://www.eliteprospects.com/player/230743/richard-ondrusek,2018-2019,slovakia,Richard Ondrusek (D/F),D/F
Roland Hajos (LW),DVTK Jegesmedvék,41,1,1,2,0.05,18,-1,https://www.eliteprospects.com/player/18974/roland-hajos,2018-2019,slovakia,Roland Hajos (LW),LW
Mátyás Vojtkó (D),DVTK Jegesmedvék,54,1,1,2,0.04,10,-4,https://www.eliteprospects.com/player/51052/matyas-vojtko,2018-2019,slovakia,Mátyás Vojtkó (D),D
Jesse Mychan (LW),HK Nitra,5,0,2,2,0.40,2,-1,https://www.eliteprospects.com/player/49430/jesse-mychan,2018-2019,slovakia,Jesse Mychan (LW),LW
Mário Róth (RW),HC Banska Bystrica,6,0,2,2,0.33,0,0,https://www.eliteprospects.com/player/123376/mario-roth,2018-2019,slovakia,Mário Róth (RW),RW
Peter Horváth (D),HK 32 Liptovsky Mikulas,21,0,2,2,0.10,10,-9,https://www.eliteprospects.com/player/153178/peter-horvath,2018-2019,slovakia,Peter Horváth (D),D
David Boldizar (D),Team Slovakia U20,24,0,2,2,0.08,34,-19,https://www.eliteprospects.com/player/304252/david-boldizar,2018-2019,slovakia,David Boldizar (D),D
Filip Cenka (C),totals,29,0,2,2,0.07,6,-20,https://www.eliteprospects.com/player/342981/filip-cenka,2018-2019,slovakia,Filip Cenka (C),C
Nandor Fejes (D),MAC Újbuda,30,0,2,2,0.07,2,0,https://www.eliteprospects.com/player/294640/nandor-fejes,2018-2019,slovakia,Nandor Fejes (D),D
Michal Roman (D),HKM Zvolen,36,0,2,2,0.06,2,6,https://www.eliteprospects.com/player/216167/michal-roman,2018-2019,slovakia,Michal Roman (D),D
Barnabás Majoross (C/RW),MAC Újbuda,49,0,2,2,0.04,16,-5,https://www.eliteprospects.com/player/232574/barnabas-majoross,2018-2019,slovakia,Barnabás Majoross (C/RW),C/RW
Adrian Valigura (LW/RW),HK Poprad,5,1,0,1,0.20,0,2,https://www.eliteprospects.com/player/473389/adrian-valigura,2018-2019,slovakia,Adrian Valigura (LW/RW),LW/RW
Alexander Hvizdos (LW),HK Nitra,7,1,0,1,0.14,0,2,https://www.eliteprospects.com/player/332975/alexander-hvizdos,2018-2019,slovakia,Alexander Hvizdos (LW),LW
Peter König (D),HC Nove Zamky,10,1,0,1,0.10,2,-3,https://www.eliteprospects.com/player/43780/peter-konig,2018-2019,slovakia,Peter König (D),D
Filip Manak (D),Team Slovakia U20,10,1,0,1,0.10,4,-10,https://www.eliteprospects.com/player/275925/filip-manak,2018-2019,slovakia,Filip Manak (D),D
David Buc (C/LW),HC Banska Bystrica,15,1,0,1,0.07,10,-2,https://www.eliteprospects.com/player/10606/david-buc,2018-2019,slovakia,David Buc (C/LW),C/LW
Matej Gilak (RW),totals,25,1,0,1,0.04,6,-6,https://www.eliteprospects.com/player/195816/matej-gilak,2018-2019,slovakia,Matej Gilak (RW),RW
Boris Brincko (D),totals,30,1,0,1,0.03,8,-16,https://www.eliteprospects.com/player/334892/boris-brincko,2018-2019,slovakia,Boris Brincko (D),D
Ákos Szigeti (F),MAC Újbuda,54,1,0,1,0.02,6,-6,https://www.eliteprospects.com/player/269758/akos-szigeti,2018-2019,slovakia,Ákos Szigeti (F),F
Martin Chromiak (RW/LW),HK Dukla Trencin,2,0,1,1,0.50,0,1,https://www.eliteprospects.com/player/292067/martin-chromiak,2018-2019,slovakia,Martin Chromiak (RW/LW),RW/LW
Mário Lunter (LW/RW),HC Banska Bystrica,3,0,1,1,0.33,2,1,https://www.eliteprospects.com/player/89437/mario-lunter,2018-2019,slovakia,Mário Lunter (LW/RW),LW/RW
Jakub Dubina (D/F),HKM Zvolen,6,0,1,1,0.17,2,2,https://www.eliteprospects.com/player/388242/jakub-dubina,2018-2019,slovakia,Jakub Dubina (D/F),D/F
Dmitri Obukhov (RW),HK Dukla Trencin,6,0,1,1,0.17,4,-2,https://www.eliteprospects.com/player/19385/dmitri-obukhov,2018-2019,slovakia,Dmitri Obukhov (RW),RW
Lubos Buc (D/F),HC Nove Zamky,8,0,1,1,0.13,0,1,https://www.eliteprospects.com/player/252426/lubos-buc,2018-2019,slovakia,Lubos Buc (D/F),D/F
Lukas Olejnik (RW),HK Poprad,8,0,1,1,0.13,2,-3,https://www.eliteprospects.com/player/275018/lukas-olejnik,2018-2019,slovakia,Lukas Olejnik (RW),RW
David Videlka (C),HC Nove Zamky,12,0,1,1,0.08,8,-5,https://www.eliteprospects.com/player/67127/david-videlka,2018-2019,slovakia,David Videlka (C),C
Filip Vrabel (C/LW),HC Kosice,13,0,1,1,0.08,0,0,https://www.eliteprospects.com/player/223462/filip-vrabel,2018-2019,slovakia,Filip Vrabel (C/LW),C/LW
Michal Jurasko (D),HC Nove Zamky,13,0,1,1,0.08,4,-6,https://www.eliteprospects.com/player/41666/michal-jurasko,2018-2019,slovakia,Michal Jurasko (D),D
Jed Kiss-Rusk (D),DVTK Jegesmedvék,15,0,1,1,0.07,55,-1,https://www.eliteprospects.com/player/85020/jed-kiss-rusk,2018-2019,slovakia,Jed Kiss-Rusk (D),D
Oliver Kosecky (D),totals,18,0,1,1,0.06,6,-5,https://www.eliteprospects.com/player/116886/oliver-kosecky,2018-2019,slovakia,Oliver Kosecky (D),D
Patrik Marcinek (C/LW),HKM Zvolen,21,0,1,1,0.05,0,1,https://www.eliteprospects.com/player/275218/patrik-marcinek,2018-2019,slovakia,Patrik Marcinek (C/LW),C/LW
Michal Juscak (C),Team Slovakia U20,22,0,1,1,0.05,14,-24,https://www.eliteprospects.com/player/270588/michal-juscak,2018-2019,slovakia,Michal Juscak (C),C
Samuel Racz (D),HK Nitra,24,0,1,1,0.04,0,-2,https://www.eliteprospects.com/player/332222/samuel-racz,2018-2019,slovakia,Samuel Racz (D),D
Boris Cesanek (D),HK Poprad,27,0,1,1,0.04,8,3,https://www.eliteprospects.com/player/473392/boris-cesanek,2018-2019,slovakia,Boris Cesanek (D),D
Martin Kupec (D),totals,29,0,1,1,0.03,28,-15,https://www.eliteprospects.com/player/274249/martin-kupec,2018-2019,slovakia,Martin Kupec (D),D
Andrej Hatala (D),HC Nove Zamky,56,0,1,1,0.02,28,2,https://www.eliteprospects.com/player/158000/andrej-hatala,2018-2019,slovakia,Andrej Hatala (D),D
Matus Gregor (D),HK 32 Liptovsky Mikulas,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/275723/matus-gregor,2018-2019,slovakia,Matus Gregor (D),D
Samuel Krajc (RW/LW),HK Dukla Trencin,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/513360/samuel-krajc,2018-2019,slovakia,Samuel Krajc (RW/LW),RW/LW
Ivan Hryzak (C),MsHK Zilina,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/388185/ivan-hryzak,2018-2019,slovakia,Ivan Hryzak (C),C
Martin Rolny (D/F),HK 32 Liptovsky Mikulas,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/337357/martin-rolny,2018-2019,slovakia,Martin Rolny (D/F),D/F
Simeon Pjatak (LW),MsHK Zilina,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/332199/simeon-pjatak,2018-2019,slovakia,Simeon Pjatak (LW),LW
Adrian Miskovec (RW),HK Poprad,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/307387/adrian-miskovec,2018-2019,slovakia,Adrian Miskovec (RW),RW
Norbert Galik (RW),MsHK Zilina,1,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/302590/norbert-galik,2018-2019,slovakia,Norbert Galik (RW),RW
Matej Mrazik (C),HK Nitra,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/275236/matej-mrazik,2018-2019,slovakia,Matej Mrazik (C),C
Filip Hudak (C),HC Kosice,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/274275/filip-hudak,2018-2019,slovakia,Filip Hudak (C),C
Matus Bodnar (LW),HC Banska Bystrica,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/271711/matus-bodnar,2018-2019,slovakia,Matus Bodnar (LW),LW
Erik Smolka (RW),HK Dukla Trencin,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/228329/erik-smolka,2018-2019,slovakia,Erik Smolka (RW),RW
Martin Jendrol (D),HC Detva,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/224052/martin-jendrol,2018-2019,slovakia,Martin Jendrol (D),D
Radoslav Gábor (D),HC Detva,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/179096/radoslav-gabor,2018-2019,slovakia,Radoslav Gábor (D),D
Matus Sukel (C),HK 32 Liptovsky Mikulas,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/177055/matus-sukel,2018-2019,slovakia,Matus Sukel (C),C
Richard Sechny (C),HKM Zvolen,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/41282/richard-sechny,2018-2019,slovakia,Richard Sechny (C),C
Artyom Demkov (C/RW),HKM Zvolen,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/11948/artyom-demkov,2018-2019,slovakia,Artyom Demkov (C/RW),C/RW
Daniel Rzavský (LW/RW),HC Nove Zamky,1,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/101673/daniel-rzavsky,2018-2019,slovakia,Daniel Rzavský (LW/RW),LW/RW
Jakub Gasparovic (RW),HK Nitra,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/34765/jakub-gasparovic,2018-2019,slovakia,Jakub Gasparovic (RW),RW
Dávid Lövei (F),DVTK Jegesmedvék,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/489659/david-lovei,2018-2019,slovakia,Dávid Lövei (F),F
Martin Magdolen (C),HKM Zvolen,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/335805/martin-magdolen,2018-2019,slovakia,Martin Magdolen (C),C
Dominik Suran (D),MsHK Zilina,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/332196/dominik-suran,2018-2019,slovakia,Dominik Suran (D),D
Martin Majerík (RW),HC Banska Bystrica,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/274255/martin-majerik,2018-2019,slovakia,Martin Majerík (RW),RW
Marek Sloboda (LW),HC Nove Zamky,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/236588/marek-sloboda,2018-2019,slovakia,Marek Sloboda (LW),LW
Róbert Mokrohajský (RW),MsHK Zilina,2,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/179170/robert-mokrohajsky,2018-2019,slovakia,Róbert Mokrohajský (RW),RW
Martin Bozik (D),HK Dukla Trencin,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/225468/martin-bozik,2018-2019,slovakia,Martin Bozik (D),D
Justin Parizek (RW),DVTK Jegesmedvék,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/136349/justin-parizek,2018-2019,slovakia,Justin Parizek (RW),RW
Patrik Bacik (D),HC Banska Bystrica,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/163920/patrik-bacik,2018-2019,slovakia,Patrik Bacik (D),D
Marek Pac (D),HK Dukla Trencin,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/150117/marek-pac,2018-2019,slovakia,Marek Pac (D),D
David Szappanos (F),DVTK Jegesmedvék,2,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/46221/david-szappanos,2018-2019,slovakia,David Szappanos (F),F
Daniel Stumpf (LW/RW),HC Nove Zamky,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/93315/daniel-stumpf,2018-2019,slovakia,Daniel Stumpf (LW/RW),LW/RW
Adam Duzek (D),HK Dukla Trencin,2,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/306306/adam-duzek,2018-2019,slovakia,Adam Duzek (D),D
Michal Matousek (C),Team Slovakia U20,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/388223/michal-matousek,2018-2019,slovakia,Michal Matousek (C),C
Márkó Csollák (D),MAC Újbuda,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/552777/marko-csollak,2018-2019,slovakia,Márkó Csollák (D),D
Martin Semanak (D),HK Poprad,3,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/484685/martin-semanak,2018-2019,slovakia,Martin Semanak (D),D
Matus Miroslav Parobek (D),HK 32 Liptovsky Mikulas,3,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/342756/matus-miroslav-parobek,2018-2019,slovakia,Matus Miroslav Parobek (D),D
Richard Kedves (F),MAC Újbuda,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/341702/richard-kedves,2018-2019,slovakia,Richard Kedves (F),F
Michal Coma (D),MsHK Zilina,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/224046/michal-coma,2018-2019,slovakia,Michal Coma (D),D
Jakub Linet (C/LW),HC Nove Zamky,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/83647/jakub-linet,2018-2019,slovakia,Jakub Linet (C/LW),C/LW
Alexander Fedoseyev (F),MsHK Zilina,3,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/77130/alexander-fedoseyev,2018-2019,slovakia,Alexander Fedoseyev (F),F
Yegor Baranov (LW),HK 32 Liptovsky Mikulas,3,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/266251/yegor-baranov,2018-2019,slovakia,Yegor Baranov (LW),LW
Frantisek Pulscak (D/C),HC Detva,4,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/250475/frantisek-pulscak,2018-2019,slovakia,Frantisek Pulscak (D/C),D/C
Denis Valasek (C),MsHK Zilina,4,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/275734/denis-valasek,2018-2019,slovakia,Denis Valasek (C),C
Jan Sarvas (LW),HC Banska Bystrica,4,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/342118/jan-sarvas,2018-2019,slovakia,Jan Sarvas (LW),LW
Jakub Martiska (D),HK Dukla Trencin,4,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/343203/jakub-martiska,2018-2019,slovakia,Jakub Martiska (D),D
Jozef Danielcak (RW),MsHK Zilina,4,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/272760/jozef-danielcak,2018-2019,slovakia,Jozef Danielcak (RW),RW
Oliver Mriglot (C),Team Slovakia U20,4,0,0,0,0.00,4,-3,https://www.eliteprospects.com/player/313733/oliver-mriglot,2018-2019,slovakia,Oliver Mriglot (C),C
Matej Luptak (LW),HC Detva,5,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/513367/matej-luptak,2018-2019,slovakia,Matej Luptak (LW),LW
Rajmund Bukor (D),MAC Újbuda,5,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/219481/rajmund-bukor,2018-2019,slovakia,Rajmund Bukor (D),D
Jan Chlepcok (RW/LW),HKM Zvolen,5,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/335806/jan-chlepcok,2018-2019,slovakia,Jan Chlepcok (RW/LW),RW/LW
Felix Petrinec (D),HC Banska Bystrica,6,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/271716/felix-petrinec,2018-2019,slovakia,Felix Petrinec (D),D
Ryan Glenn (D),HC Banska Bystrica,6,0,0,0,0.00,2,-3,https://www.eliteprospects.com/player/11730/ryan-glenn,2018-2019,slovakia,Ryan Glenn (D),D
Ján Niko (D),HK Dukla Trencin,6,0,0,0,0.00,2,-3,https://www.eliteprospects.com/player/77375/jan-niko,2018-2019,slovakia,Ján Niko (D),D
Simon Karlsson (D),HK Poprad,6,0,0,0,0.00,4,2,https://www.eliteprospects.com/player/22501/simon-karlsson,2018-2019,slovakia,Simon Karlsson (D),D
Jakub Cibak (D),HC Kosice,6,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/304254/jakub-cibak,2018-2019,slovakia,Jakub Cibak (D),D
Sebastian Droppa (D),HK 32 Liptovsky Mikulas,7,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/423744/sebastian-droppa,2018-2019,slovakia,Sebastian Droppa (D),D
Filip Husar (D),HK Dukla Trencin,7,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/388177/filip-husar,2018-2019,slovakia,Filip Husar (D),D
Richard Jakubec (F),HK Dukla Trencin,8,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/331884/richard-jakubec,2018-2019,slovakia,Richard Jakubec (F),F
Tibor Albert (LW/RW),DVTK Jegesmedvék,8,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/235072/tibor-albert,2018-2019,slovakia,Tibor Albert (LW/RW),LW/RW
Tomas Hedera (D),HC Detva,10,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/271523/tomas-hedera,2018-2019,slovakia,Tomas Hedera (D),D
Pavel Chernook (D),HKM Zvolen,10,0,0,0,0.00,2,2,https://www.eliteprospects.com/player/81022/pavel-chernook,2018-2019,slovakia,Pavel Chernook (D),D
Matus Lukas Lavicka (D),Team Slovakia U20,12,0,0,0,0.00,2,-10,https://www.eliteprospects.com/player/388219/matus-lukas-lavicka,2018-2019,slovakia,Matus Lukas Lavicka (D),D
Martin Turian (D),MsHK Zilina,13,0,0,0,0.00,8,-7,https://www.eliteprospects.com/player/332195/martin-turian,2018-2019,slovakia,Martin Turian (D),D
Dominik Sojka (C),totals,15,0,0,0,0.00,2,-4,https://www.eliteprospects.com/player/292708/dominik-sojka,2018-2019,slovakia,Dominik Sojka (C),C
Christian Michalcin (D),HC Kosice,15,0,0,0,0.00,6,0,https://www.eliteprospects.com/player/252416/christian-michalcin,2018-2019,slovakia,Christian Michalcin (D),D
Lukas Kovar (D),HK Dukla Trencin,16,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/97235/lukas-kovar,2018-2019,slovakia,Lukas Kovar (D),D
David Romanak (D),Team Slovakia U20,16,0,0,0,0.00,8,-8,https://www.eliteprospects.com/player/423666/david-romanak,2018-2019,slovakia,David Romanak (D),D
Samuel Zahradnik (RW),totals,17,0,0,0,0.00,6,-10,https://www.eliteprospects.com/player/303089/samuel-zahradnik,2018-2019,slovakia,Samuel Zahradnik (RW),RW
Juraj Stefanka (D),Team Slovakia U20,17,0,0,0,0.00,6,-7,https://www.eliteprospects.com/player/310141/juraj-stefanka,2018-2019,slovakia,Juraj Stefanka (D),D
Tomas Pastor (D),MsHK Zilina,22,0,0,0,0.00,59,-14,https://www.eliteprospects.com/player/90607/tomas-pastor,2018-2019,slovakia,Tomas Pastor (D),D
Dominik Jendrol (D),HC Detva,32,0,0,0,0.00,6,-6,https://www.eliteprospects.com/player/187791/dominik-jendrol,2018-2019,slovakia,Dominik Jendrol (D),D
Filip Ondrus (C),MsHK Zilina,32,0,0,0,0.00,6,-18,https://www.eliteprospects.com/player/196254/filip-ondrus,2018-2019,slovakia,Filip Ondrus (C),C
Jindrich Abdul (RW/LW),HC Slovan Bratislava,53,23,39,62,1.17,58,41,https://www.eliteprospects.com/player/159845/jindrich-abdul,2019-2020,slovakia,Jindrich Abdul (RW/LW),RW/LW
Brock Trotter (C/W),HKM Zvolen,51,14,46,60,1.18,78,4,https://www.eliteprospects.com/player/11443/brock-trotter,2019-2020,slovakia,Brock Trotter (C/W),C/W
Allan McPherson (C/LW),HKM Zvolen,51,21,38,59,1.16,46,28,https://www.eliteprospects.com/player/78111/allan-mcpherson,2019-2020,slovakia,Allan McPherson (C/LW),C/LW
Marcel Hascak (RW),HC Kosice,45,33,22,55,1.22,36,19,https://www.eliteprospects.com/player/17887/marcel-hascak,2019-2020,slovakia,Marcel Hascak (RW),RW
Josef Mikyska (C),HK Dukla Trencin,53,14,41,55,1.04,50,-7,https://www.eliteprospects.com/player/100575/josef-mikyska,2019-2020,slovakia,Josef Mikyska (C),C
Jordan Hickmott (C/RW),HC Banska Bystrica,55,21,33,54,0.98,12,24,https://www.eliteprospects.com/player/23334/jordan-hickmott,2019-2020,slovakia,Jordan Hickmott (C/RW),C/RW
Dávid Skokan (C/RW),HC Kosice,53,18,35,53,1.00,76,3,https://www.eliteprospects.com/player/12542/david-skokan,2019-2020,slovakia,Dávid Skokan (C/RW),C/RW
Jordon Southorn (D),HC Banska Bystrica,51,13,38,51,1.00,116,20,https://www.eliteprospects.com/player/19076/jordon-southorn,2019-2020,slovakia,Jordon Southorn (D),D
Tomas Zigo (LW),HC Slovan Bratislava,51,27,22,49,0.96,80,37,https://www.eliteprospects.com/player/70401/tomas-zigo,2019-2020,slovakia,Tomas Zigo (LW),LW
István Sofron (RW),MAC Újbuda,54,24,24,48,0.89,68,-6,https://www.eliteprospects.com/player/16764/istvan-sofron,2019-2020,slovakia,István Sofron (RW),RW
