player,position,link,total_gp,total_g,total_a,total_tp,total_ppg,total_pim,total_pm,nhle_g,nhle_a,nhle_tp,nhle_ppg,legacy_veteran,new_veteran,non_vet_ufa,league,call_up_send_down,active
Lionel Marchand,D/W,https://www.eliteprospects.com/player/293176/lionel-marchand,35,0,0,0,0.0,2,-8,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Marco Rossi,C,https://www.eliteprospects.com/player/293179/marco-rossi,352,91,150,241,0.68,187,-19,72.0,110.2,182.2,0.52,True,False,False,nhl,—,False
Rihards Melnalksnis,C/LW,https://www.eliteprospects.com/player/293341/rihards-melnalksnis,52,1,3,4,0.08,4,-16,0.4,1.2,1.6,0.03,False,False,False,nl,—,False
Lorenzo Glarner,C/LW,https://www.eliteprospects.com/player/293372/lorenzo-glarner,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Filip Hållander,C/LW,https://www.eliteprospects.com/player/293387/filip-hallander,348,92,122,214,0.61,100,38,40.4,54.5,94.9,0.27,True,False,False,nhl,NHL ↕ AHL,False
Reed Morison,C,https://www.eliteprospects.com/player/293418/reed-morison,3,0,1,1,0.33,2,1,0.0,0.3,0.3,0.1,False,False,False,echl,—,False
Victor Ejdsell,LW/C,https://www.eliteprospects.com/player/29343/victor-ejdsell,459,128,160,288,0.63,291,22,54.5,68.3,122.7,0.27,True,False,False,nl,—,False
Tate Popple,C,https://www.eliteprospects.com/player/293480/tate-popple,6,0,1,1,0.17,6,-2,0.0,0.3,0.3,0.05,False,False,False,echl,—,False
Justin Nachbaur,LW,https://www.eliteprospects.com/player/293501/justin-nachbaur,210,43,41,84,0.4,652,11,12.0,11.2,23.2,0.11,False,False,True,echl,AHL ↕ ECHL,False
Christoffer Jona,RW/LW,https://www.eliteprospects.com/player/293558/christoffer-jona,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
William Fransson,D,https://www.eliteprospects.com/player/293794/william-fransson,8,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
David Gustafsson,C,https://www.eliteprospects.com/player/293796/david-gustafsson,366,48,87,135,0.37,61,32,24.4,46.0,70.4,0.19,True,False,False,ahl,—,False
Max Kaufman,F,https://www.eliteprospects.com/player/293831/max-kaufman,75,12,13,25,0.33,6,-12,3.2,3.5,6.8,0.09,False,False,False,echl,—,False
Zach Remers,F,https://www.eliteprospects.com/player/293865/zach-remers,19,1,2,3,0.16,4,-3,0.3,0.5,0.8,0.04,False,False,False,echl,—,False
Marc Johnstone,RW/LW,https://www.eliteprospects.com/player/293866/marc-johnstone,286,33,58,91,0.32,196,3,13.3,22.8,36.1,0.13,True,False,False,ahl,—,False
Anton Klint,C,https://www.eliteprospects.com/player/294248/anton-klint,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Linus Skager,C/RW,https://www.eliteprospects.com/player/294252/linus-skager,4,0,1,1,0.25,0,1,0.0,0.4,0.4,0.1,False,False,False,shl,—,False
Oskar Bäck,C/LW,https://www.eliteprospects.com/player/294263/oskar-back,454,34,105,139,0.31,50,34,19.9,56.7,76.6,0.17,True,False,False,nhl,—,False
Herman Johansson,D,https://www.eliteprospects.com/player/294264/herman-johansson,9,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Jonathan Widén,D,https://www.eliteprospects.com/player/294267/jonathan-widen,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Oscar Birgersson,C/W,https://www.eliteprospects.com/player/294296/oscar-birgersson,141,6,11,17,0.12,8,-15,2.6,4.7,7.3,0.05,False,False,False,shl,—,False
Alex Limoges,LW/C,https://www.eliteprospects.com/player/294408/alex-limoges,331,119,164,283,0.85,73,54,56.7,81.0,137.7,0.42,True,False,False,khl,—,False
Joe Cipollone,C,https://www.eliteprospects.com/player/294411/joe-cipollone,4,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Hank Sorensen,D,https://www.eliteprospects.com/player/294538/hank-sorensen,7,0,1,1,0.14,16,-4,0.0,0.3,0.3,0.04,False,False,False,echl,—,False
William Dufour,RW/LW,https://www.eliteprospects.com/player/294583/william-dufour,229,66,75,141,0.62,155,-48,26.5,29.1,55.6,0.24,False,False,True,echl,AHL ↕ KHL ↕ ECHL,False
Luke Mylymok,W/C,https://www.eliteprospects.com/player/294603/luke-mylymok,45,12,8,20,0.44,17,0,3.2,2.2,5.4,0.12,False,False,False,echl,—,False
Avery Winslow,D,https://www.eliteprospects.com/player/294608/avery-winslow,74,1,14,15,0.2,14,-8,0.3,3.8,4.1,0.06,False,False,False,echl,—,False
Justin Barron,D,https://www.eliteprospects.com/player/294613/justin-barron,315,33,70,103,0.33,104,-22,24.6,49.8,74.4,0.24,True,False,False,nhl,—,False
Noah Laaouan,D,https://www.eliteprospects.com/player/294620/noah-laaouan,216,20,72,92,0.43,145,21,5.7,21.0,26.7,0.12,False,False,True,ahl,—,False
Nandor Fejes,D,https://www.eliteprospects.com/player/294640/nandor-fejes,70,1,7,8,0.11,12,-12,0.3,2.0,2.2,0.03,False,False,False,slovakia,—,False
Adam Wilsby,D,https://www.eliteprospects.com/player/295070/adam-wilsby,336,22,79,101,0.3,145,69,10.7,45.1,55.8,0.17,True,False,False,nhl,—,False
Casper Siösteen,C/LW,https://www.eliteprospects.com/player/295073/casper-siosteen,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Artur Terchiyev,D,https://www.eliteprospects.com/player/295256/artur-terchiyev,24,0,7,7,0.29,2,-13,0.0,1.9,1.9,0.08,False,False,False,echl,—,False
William Provost,C,https://www.eliteprospects.com/player/295290/william-provost,91,13,23,36,0.4,40,-17,3.5,6.2,9.7,0.11,False,False,False,echl,—,False
Mavrik Bourque,C/RW,https://www.eliteprospects.com/player/295299/mavrik-bourque,303,78,117,195,0.64,80,16,51.7,71.1,122.8,0.41,True,False,False,nhl,—,False
Xavier Filion,C,https://www.eliteprospects.com/player/295304/xavier-filion,15,1,1,2,0.13,4,-5,0.3,0.3,0.5,0.03,False,False,False,echl,—,False
Simon Pinard,LW,https://www.eliteprospects.com/player/295310/simon-pinard,212,87,100,187,0.88,59,12,23.5,27.3,50.8,0.24,False,False,True,echl,AHL ↕ ECHL,False
Scott Kirton,LW,https://www.eliteprospects.com/player/295427/scott-kirton,35,1,3,4,0.11,11,-5,0.3,0.8,1.1,0.03,False,False,False,echl,—,False
Jérémy Martin,LW,https://www.eliteprospects.com/player/295608/jeremy-martin,1,0,0,0,0.0,0,-3,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Spencer Cox,D,https://www.eliteprospects.com/player/295619/spencer-cox,41,1,4,5,0.12,22,-10,0.3,1.1,1.4,0.03,False,False,False,echl,—,False
Nikita Nesterenko,C/LW,https://www.eliteprospects.com/player/295642/nikita-nesterenko,216,41,62,103,0.48,106,-9,22.0,32.9,54.8,0.25,False,False,True,nhl,NHL ↕ AHL,False
Christian Sarlo,LW/RW,https://www.eliteprospects.com/player/295647/christian-sarlo,66,17,20,37,0.56,8,-5,4.6,5.4,10.0,0.15,False,False,False,echl,—,False
Vitaly Abramov,RW/LW,https://www.eliteprospects.com/player/295715/vitaly-abramov,424,110,116,226,0.53,209,42,60.0,62.3,122.4,0.29,True,False,False,khl,—,False
Adam Varga,RW,https://www.eliteprospects.com/player/295858/adam-varga,90,15,7,22,0.24,45,8,4.2,2.0,6.2,0.07,False,False,False,slovakia,—,False
Anthony Rinaldi,LW/RW,https://www.eliteprospects.com/player/295899/anthony-rinaldi,158,39,44,83,0.53,38,-7,10.5,11.9,22.4,0.14,False,False,False,echl,—,False
Kaedan Korczak,D,https://www.eliteprospects.com/player/295911/kaedan-korczak,289,11,65,76,0.26,160,28,7.1,47.1,54.2,0.19,True,False,False,nhl,—,False
Lynden McCallum,RW/LW,https://www.eliteprospects.com/player/295994/lynden-mccallum,202,59,59,118,0.58,127,-38,16.1,16.6,32.7,0.16,False,False,True,echl,—,False
Nick Cicek,D,https://www.eliteprospects.com/player/296031/nick-cicek,293,20,70,90,0.31,386,-32,8.6,32.1,40.6,0.14,True,False,False,ahl,—,False
Almen Bibic,D,https://www.eliteprospects.com/player/29611/almen-bibic,152,8,14,22,0.14,182,-8,3.4,6.0,9.5,0.06,False,False,False,shl,—,False
Ross MacDougall,D,https://www.eliteprospects.com/player/296145/ross-macdougall,120,12,39,51,0.42,64,-8,3.3,10.8,14.1,0.12,False,False,False,slovakia,ECHL ↕ Slovakia,False
Lucas Mercuri,C/RW,https://www.eliteprospects.com/player/296187/lucas-mercuri,73,14,12,26,0.36,134,18,6.2,5.3,11.4,0.16,False,False,False,ahl,—,False
Filip Forsberg,W/C,https://www.eliteprospects.com/player/29626/filip-forsberg,762,331,356,687,0.9,351,11,331.0,356.0,687.0,0.9,True,False,False,nhl,—,False
Lane Gilliss,LW,https://www.eliteprospects.com/player/296272/lane-gilliss,6,1,0,1,0.17,2,0,0.3,0.0,0.3,0.05,False,False,False,echl,—,False
Martin Grönberg,C/LW,https://www.eliteprospects.com/player/29629/martin-gronberg,51,1,5,6,0.12,2,-10,0.4,2.2,2.6,0.05,False,False,False,shl,—,False
Mitchell Chaffee,RW,https://www.eliteprospects.com/player/296327/mitchell-chaffee,286,82,90,172,0.6,140,38,45.0,45.2,90.2,0.32,True,False,False,nhl,NHL ↕ AHL,False
Sebastian Dirven,D,https://www.eliteprospects.com/player/296332/sebastian-dirven,45,3,9,12,0.27,26,-7,0.8,2.4,3.2,0.07,False,False,False,echl,—,False
Alexander Campbell,LW/C,https://www.eliteprospects.com/player/296339/alexander-campbell,78,18,30,48,0.62,6,7,5.7,8.8,14.5,0.19,False,False,False,echl,—,False
Justin Hryckowian,C/LW,https://www.eliteprospects.com/player/296493/justin-hryckowian,165,37,57,94,0.57,88,15,24.1,34.6,58.7,0.36,False,False,False,nhl,—,False
Chris Grando,LW/RW,https://www.eliteprospects.com/player/296539/chris-grando,183,43,76,119,0.65,26,41,11.6,20.5,32.1,0.18,False,False,False,echl,—,False
Gilian Kohler,LW/RW,https://www.eliteprospects.com/player/296563/gilian-kohler,175,11,15,26,0.15,8,-25,4.4,6.0,10.4,0.06,False,False,False,nl,—,False
Tim Berni,D,https://www.eliteprospects.com/player/296565/tim-berni,437,27,63,90,0.21,193,-36,11.6,27.0,38.6,0.09,True,False,False,nl,—,False
Austin Rueschhoff,F,https://www.eliteprospects.com/player/296577/austin-rueschhoff,261,56,54,110,0.42,203,-41,24.3,23.5,47.8,0.18,True,False,False,liiga,—,False
Thomas Bordeleau,C/LW,https://www.eliteprospects.com/player/296636/thomas-bordeleau,265,62,84,146,0.55,160,-70,30.6,43.7,74.3,0.28,True,False,False,ahl,—,False
Alexis Lafrenière,RW/LW,https://www.eliteprospects.com/player/296697/alexis-lafreniere,462,116,134,250,0.54,176,-13,116.0,134.0,250.0,0.54,True,False,False,nhl,—,False
Nathan Légaré,RW/LW,https://www.eliteprospects.com/player/296698/nathan-legare,317,53,39,92,0.29,345,-45,23.3,17.2,40.5,0.13,True,False,False,nhl,NHL ↕ AHL,False
Chris Ortiz,D,https://www.eliteprospects.com/player/296699/chris-ortiz,303,28,143,171,0.56,147,23,7.7,40.7,48.4,0.16,True,False,False,echl,AHL ↕ ECHL,False
Dallas Gerads,C/LW,https://www.eliteprospects.com/player/296705/dallas-gerads,120,15,28,43,0.36,156,-1,4.1,7.6,11.6,0.1,False,False,False,echl,—,False
Jan Petrig,LW,https://www.eliteprospects.com/player/296737/jan-petrig,9,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Mike Wyniger,D/LW,https://www.eliteprospects.com/player/296750/mike-wyniger,3,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Alexandre Texier,LW/C,https://www.eliteprospects.com/player/296904/alexandre-texier,444,93,123,216,0.49,226,10,66.7,87.8,154.5,0.35,True,False,False,nhl,—,False
Anton Karlsson,D,https://www.eliteprospects.com/player/29695/anton-karlsson,392,14,45,59,0.15,212,1,6.0,19.3,25.4,0.06,True,False,False,liiga,—,False
Tyler Vanuden,F,https://www.eliteprospects.com/player/297020/tyler-vanuden,9,0,1,1,0.11,0,0,0.0,0.3,0.3,0.03,False,False,False,echl,—,False
Robert Arrak,C/RW,https://www.eliteprospects.com/player/297104/robert-arrak,4,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,liiga,—,False
David Thomson,C,https://www.eliteprospects.com/player/297117/david-thomson,24,1,5,6,0.25,6,-4,0.3,1.4,1.6,0.07,False,False,False,echl,—,False
Jake Ryczek,D,https://www.eliteprospects.com/player/297332/jake-ryczek,126,12,39,51,0.4,70,-15,3.2,10.7,14.0,0.11,False,False,False,slovakia,AHL ↕ ECHL ↕ Slovakia,False
Dmitri Makeyev,C/LW,https://www.eliteprospects.com/player/297451/dmitri-makeyev,1,0,0,0,0.0,2,0,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Philipp Mass,D,https://www.eliteprospects.com/player/297497/philipp-mass,149,5,16,21,0.14,28,-16,1.8,5.9,7.8,0.05,False,False,False,del,—,False
Valentino Klos,F,https://www.eliteprospects.com/player/297501/valentino-klos,106,3,9,12,0.11,18,-3,1.1,3.3,4.4,0.04,False,False,False,del,—,False
Lukas Ribarik,F,https://www.eliteprospects.com/player/297513/lukas-ribarik,138,2,9,11,0.08,35,-21,0.7,3.3,4.1,0.03,False,False,False,del,—,False
Jan Bambula,LW,https://www.eliteprospects.com/player/297660/jan-bambula,281,38,50,88,0.31,112,-30,14.1,18.5,32.6,0.12,True,False,False,czechia,—,False
Brady Gilmour,C,https://www.eliteprospects.com/player/297674/brady-gilmour,7,1,2,3,0.43,4,2,0.3,0.5,0.8,0.11,False,False,False,echl,—,False
Radek Kucerik,D,https://www.eliteprospects.com/player/297677/radek-kucerik,281,17,48,65,0.23,214,22,6.8,18.9,25.6,0.09,True,False,False,liiga,—,False
Tomas Mazura,C,https://www.eliteprospects.com/player/297692/tomas-mazura,69,13,20,33,0.48,43,1,4.9,7.8,12.7,0.18,False,False,False,liiga,Liiga ↕ Czechia,False
Dominik Sklenář,LW,https://www.eliteprospects.com/player/297726/dominik-sklena%C5%99,5,0,0,0,0.0,12,-1,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
David Aubrecht,D,https://www.eliteprospects.com/player/297729/david-aubrecht,120,1,4,5,0.04,87,-23,0.4,1.5,1.8,0.02,False,False,False,czechia,—,False
Ludvík Rutar,D,https://www.eliteprospects.com/player/297747/ludvik-rutar,27,0,1,1,0.04,6,-13,0.0,0.4,0.4,0.01,False,False,False,czechia,—,False
Pavel Gogolev,LW/RW,https://www.eliteprospects.com/player/297757/pavel-gogolev,241,66,67,133,0.55,110,-17,24.4,24.5,48.9,0.2,False,False,True,khl,—,False
Tomas Rohan,C/LW,https://www.eliteprospects.com/player/29780/tomas-rohan,45,2,9,11,0.24,20,-5,0.7,3.3,4.1,0.09,False,False,False,czechia,—,False
Tommy Muck,D,https://www.eliteprospects.com/player/297820/tommy-muck,176,13,42,55,0.31,30,-39,3.5,11.3,14.8,0.08,False,False,False,echl,—,False
Liam MacDougall,C/W,https://www.eliteprospects.com/player/297861/liam-macdougall,23,2,2,4,0.17,10,-7,0.5,0.5,1.1,0.05,False,False,False,echl,—,False
Jan Mlcak,D,https://www.eliteprospects.com/player/297869/jan-mlcak,25,0,1,1,0.04,4,-1,0.0,0.4,0.4,0.02,False,False,False,czechia,—,False
Jaroslav Broz,RW,https://www.eliteprospects.com/player/297874/jaroslav-broz,50,4,7,11,0.22,33,0,1.5,2.6,4.1,0.08,False,False,False,czechia,—,False
Vladislav Houska,RW/C,https://www.eliteprospects.com/player/297875/vladislav-houska,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Frantisek Rehak,C/LW,https://www.eliteprospects.com/player/297876/frantisek-rehak,71,5,8,13,0.18,26,-4,1.9,3.1,5.1,0.07,False,False,False,czechia,—,False
Robin Vsetecka,LW,https://www.eliteprospects.com/player/297878/robin-vsetecka,2,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Petr Cajka,C/LW,https://www.eliteprospects.com/player/297881/petr-cajka,211,35,26,61,0.29,71,-10,13.6,10.1,23.7,0.11,False,False,True,nl,—,False
Vojtech Kropacek,C,https://www.eliteprospects.com/player/297882/vojtech-kropacek,4,1,0,1,0.25,0,0,0.4,0.0,0.4,0.1,False,False,False,czechia,—,False
Petr Fridrich,LW/RW,https://www.eliteprospects.com/player/297893/petr-fridrich,295,67,66,133,0.45,88,30,24.8,24.4,49.2,0.17,True,False,False,czechia,—,False
Roman Pucek,LW,https://www.eliteprospects.com/player/297900/roman-pucek,29,4,2,6,0.21,7,-1,1.5,0.7,2.2,0.08,False,False,False,czechia,—,False
Sebastian Fajkus,F,https://www.eliteprospects.com/player/297916/sebastian-fajkus,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Jake Christiansen,D,https://www.eliteprospects.com/player/297920/jake-christiansen,363,42,116,158,0.44,159,-18,19.6,60.0,79.6,0.22,True,False,False,nhl,—,False
Liam Dennison,D,https://www.eliteprospects.com/player/297958/liam-dennison,7,0,0,0,0.0,2,-4,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Liam Hawel,C/RW,https://www.eliteprospects.com/player/297961/liam-hawel,7,0,2,2,0.29,2,-2,0.0,0.9,0.9,0.13,False,False,False,ahl,—,False
Cole Fraser,D,https://www.eliteprospects.com/player/297963/cole-fraser,338,21,49,70,0.21,821,-24,5.7,13.2,18.9,0.06,True,False,False,echl,—,False
Jacob Paquette,D,https://www.eliteprospects.com/player/297973/jacob-paquette,134,9,24,33,0.25,95,27,2.4,6.5,8.9,0.07,False,False,False,echl,—,False
Ben Berard,LW/RW,https://www.eliteprospects.com/player/297996/ben-berard,146,43,41,84,0.58,55,-12,15.5,14.6,30.2,0.21,False,False,False,ahl,—,False
Ethan De Jong,RW/LW,https://www.eliteprospects.com/player/297999/ethan-de-jong,107,13,28,41,0.38,22,4,3.8,9.3,13.1,0.12,False,False,False,ahl,—,False
Petr Koran,D,https://www.eliteprospects.com/player/298148/petr-koran,1,0,1,1,1.0,2,0,0.0,0.4,0.4,0.4,False,False,False,czechia,—,False
Otakar Sik,LW,https://www.eliteprospects.com/player/298150/otakar-sik,58,5,3,8,0.14,8,-9,1.8,1.1,3.0,0.05,False,False,False,czechia,—,False
Adam Raska,RW/LW,https://www.eliteprospects.com/player/298159/adam-raska,282,20,35,55,0.2,444,-14,8.6,15.0,23.6,0.08,True,False,False,czechia,—,False
Vojtech Strondala,C,https://www.eliteprospects.com/player/298165/vojtech-strondala,46,2,2,4,0.09,10,-9,0.7,0.7,1.5,0.03,False,False,False,czechia,—,False
Stepan Pokorny,F,https://www.eliteprospects.com/player/298257/stepan-pokorny,2,0,0,0,0.0,2,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Austen Swankler,C/LW,https://www.eliteprospects.com/player/298560/austen-swankler,23,5,7,12,0.52,38,0,1.4,1.9,3.2,0.14,False,False,False,echl,—,False
Frédéric Létourneau,C,https://www.eliteprospects.com/player/298701/frederic-letourneau,46,5,10,15,0.33,42,-5,1.4,2.7,4.1,0.09,False,False,False,echl,—,False
Klemen Pretnar,D,https://www.eliteprospects.com/player/29880/klemen-pretnar,50,1,16,17,0.34,22,2,0.3,4.5,4.8,0.1,False,False,False,slovakia,—,False
Zach Giuttari,D,https://www.eliteprospects.com/player/298885/zach-giuttari,280,11,50,61,0.22,101,19,4.8,21.8,26.6,0.1,True,False,False,shl,—,False
Max Patterson,RW/LW,https://www.eliteprospects.com/player/298930/max-patterson,65,10,12,22,0.34,34,-12,2.7,3.2,5.9,0.09,False,False,False,echl,—,False
Austin Crossley,D,https://www.eliteprospects.com/player/298933/austin-crossley,80,3,7,10,0.12,258,-13,0.8,1.9,2.7,0.03,False,False,False,echl,—,False
Nico Somerville,D,https://www.eliteprospects.com/player/298936/nico-somerville,105,4,13,17,0.16,55,-15,1.1,3.5,4.6,0.04,False,False,False,echl,—,False
Carter Berger,D,https://www.eliteprospects.com/player/299029/carter-berger,109,14,48,62,0.57,42,-4,3.8,13.6,17.4,0.16,False,False,False,slovakia,AHL ↕ ECHL ↕ Slovakia,False
Tyler Ward,LW,https://www.eliteprospects.com/player/299030/tyler-ward,3,0,0,0,0.0,0,-2,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Nolan Welsh,F,https://www.eliteprospects.com/player/299032/nolan-welsh,7,1,0,1,0.14,0,1,0.3,0.0,0.3,0.04,False,False,False,echl,—,False
Aarne Talvitie,C/LW,https://www.eliteprospects.com/player/299098/aarne-talvitie,259,25,44,69,0.27,72,8,10.8,19.0,29.8,0.12,False,False,True,liiga,—,False
Bernard Isiguzo,D,https://www.eliteprospects.com/player/299102/bernard-isiguzo,14,0,0,0,0.0,2,0,0.0,0.0,0.0,0.0,False,False,False,liiga,—,False
Jesse Ylönen,RW,https://www.eliteprospects.com/player/299117/jesse-ylonen,465,95,124,219,0.47,135,-45,47.8,63.5,111.3,0.24,True,False,False,shl,—,False
Josh Maser,LW,https://www.eliteprospects.com/player/299135/josh-maser,28,2,1,3,0.11,16,0,0.7,0.3,1.0,0.04,False,False,False,ahl,AHL ↕ ECHL,False
Griffin Mendel,D,https://www.eliteprospects.com/player/299146/griffin-mendel,236,19,38,57,0.24,91,-11,7.5,15.0,22.5,0.1,False,False,True,czechia,—,False
Rylan Van Unen,F,https://www.eliteprospects.com/player/299157/rylan-van-unen,45,1,5,6,0.13,22,-11,0.3,1.4,1.6,0.04,False,False,False,echl,—,False
Conor Breen,D,https://www.eliteprospects.com/player/299206/conor-breen,18,0,0,0,0.0,28,-3,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Zach Taylor,D,https://www.eliteprospects.com/player/299296/zach-taylor,27,4,10,14,0.52,22,-6,1.1,2.7,3.9,0.14,False,False,False,slovakia,ECHL ↕ Slovakia,False
Roni Allén,D,https://www.eliteprospects.com/player/299307/roni-allen,158,6,14,20,0.13,84,-8,2.5,5.9,8.4,0.05,False,False,False,liiga,—,False
Olli-Petteri Viinikainen,D,https://www.eliteprospects.com/player/299308/olli-petteri-viinikainen,20,1,1,2,0.1,2,-3,0.4,0.4,0.8,0.04,False,False,False,liiga,—,False
Tommi Niskanen,F,https://www.eliteprospects.com/player/299313/tommi-niskanen,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,liiga,—,False
Eetu Luostarinen,C/LW,https://www.eliteprospects.com/player/299319/eetu-luostarinen,654,98,167,265,0.41,327,19,76.7,129.1,205.8,0.31,True,False,False,nhl,—,False
Joona Riekkinen,D,https://www.eliteprospects.com/player/299322/joona-riekkinen,365,14,41,55,0.15,213,18,5.9,17.2,23.1,0.06,True,False,False,liiga,—,False
Giovanni Vallati,D,https://www.eliteprospects.com/player/299432/giovanni-vallati,63,4,12,16,0.25,44,-5,1.1,3.4,4.5,0.07,False,False,False,ahl,AHL ↕ ECHL,False
Merrick Rippon,D,https://www.eliteprospects.com/player/299434/merrick-rippon,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,ahl,—,False
David Silye,C/RW,https://www.eliteprospects.com/player/299441/david-silye,115,9,15,24,0.21,64,-16,4.0,6.6,10.6,0.09,False,False,False,ahl,—,False
Adrien Bisson,D,https://www.eliteprospects.com/player/299458/adrien-bisson,53,1,13,14,0.26,23,1,0.3,3.5,3.8,0.07,False,False,False,echl,—,False
Bennett Stockdale,RW,https://www.eliteprospects.com/player/299473/bennett-stockdale,55,4,13,17,0.31,23,-1,1.1,3.5,4.6,0.08,False,False,False,echl,—,False
Liam Markhauser,D,https://www.eliteprospects.com/player/299476/liam-markhauser,4,0,1,1,0.25,2,-1,0.0,0.3,0.3,0.08,False,False,False,echl,—,False
Serron Noel,RW,https://www.eliteprospects.com/player/299488/serron-noel,91,8,19,27,0.3,157,-1,3.2,8.2,11.4,0.13,False,False,False,echl,—,False
Cameron Crotty,D,https://www.eliteprospects.com/player/299556/cameron-crotty,340,12,48,60,0.18,179,-38,5.3,21.7,27.0,0.08,True,False,False,nhl,NHL ↕ AHL,False
Michael Farren,RW/C,https://www.eliteprospects.com/player/299581/michael-farren,185,55,66,121,0.65,129,6,14.9,17.9,32.8,0.18,False,False,False,slovakia,—,False
Brendan Brisson,LW/RW,https://www.eliteprospects.com/player/299642/brendan-brisson,271,68,86,154,0.57,213,-76,31.0,41.8,72.8,0.27,True,False,False,nhl,NHL ↕ AHL,False
Kyle Pow,D,https://www.eliteprospects.com/player/299739/kyle-pow,11,0,0,0,0.0,45,-1,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Carter Jones,F,https://www.eliteprospects.com/player/299750/carter-jones,44,0,5,5,0.11,13,-13,0.0,1.4,1.4,0.03,False,False,False,echl,—,False
Tristen Nielsen,W/C,https://www.eliteprospects.com/player/299754/tristen-nielsen,301,80,85,165,0.55,247,-2,35.2,38.0,73.2,0.24,True,False,False,nhl,NHL ↕ AHL,False
Jackson Leppard,LW/C,https://www.eliteprospects.com/player/299912/jackson-leppard,251,42,54,96,0.38,344,-22,11.3,14.6,25.9,0.1,False,False,True,echl,—,False
Keltie Jeri-Leon,RW/C,https://www.eliteprospects.com/player/299924/keltie-jeri-leon,298,73,83,156,0.52,40,-30,19.9,22.4,42.3,0.14,True,False,False,echl,—,False
Seth Barton,D,https://www.eliteprospects.com/player/299929/seth-barton,197,18,49,67,0.34,115,24,7.4,19.8,27.2,0.14,False,False,True,shl,—,False
Andreas Jämtin,LW/RW,https://www.eliteprospects.com/player/30/andreas-jamtin,101,7,7,14,0.14,117,-20,4.1,3.8,7.9,0.08,False,False,False,shl,—,False
Wyatte Wylie,D,https://www.eliteprospects.com/player/300071/wyatte-wylie,277,19,56,75,0.27,97,-3,7.9,23.8,31.7,0.11,True,False,False,echl,AHL ↕ ECHL ↕ Czechia,False
Cam Hausinger,RW/LW,https://www.eliteprospects.com/player/300074/cam-hausinger,285,67,80,147,0.52,435,-32,18.3,21.6,39.9,0.14,True,False,False,echl,—,False
Jack St. Ivany,D,https://www.eliteprospects.com/player/300076/jack-st.-ivany,215,6,48,54,0.25,117,14,2.6,26.2,28.8,0.13,False,False,True,nhl,NHL ↕ AHL,False
Sammy Walker,C/RW,https://www.eliteprospects.com/player/300078/sammy-walker,257,64,92,156,0.61,94,-5,28.7,41.0,69.8,0.27,False,False,True,ahl,—,False
Nate Knoepke,D,https://www.eliteprospects.com/player/300088/nate-knoepke,193,9,28,37,0.19,68,22,2.4,7.6,10.0,0.05,False,False,True,echl,—,False
Mike Vaskivuo,LW,https://www.eliteprospects.com/player/30024/mike-vaskivuo,16,1,7,8,0.5,14,0,0.3,1.9,2.2,0.14,False,False,False,echl,—,False
Eric Hjorth,D,https://www.eliteprospects.com/player/300243/eric-hjorth,52,5,8,13,0.25,18,-12,1.6,2.5,4.1,0.08,False,False,False,echl,—,False
Chase Spencer,D,https://www.eliteprospects.com/player/300350/chase-spencer,25,2,2,4,0.16,12,7,0.5,0.5,1.1,0.04,False,False,False,echl,—,False
Jamie Doornbosch,D,https://www.eliteprospects.com/player/30036/jamie-doornbosch,101,13,41,54,0.53,58,-6,3.5,11.4,14.9,0.15,False,False,False,ahl,AHL ↕ ECHL,False
Zach Tupker,C,https://www.eliteprospects.com/player/300384/zach-tupker,3,1,1,2,0.67,0,4,0.3,0.3,0.5,0.17,False,False,False,echl,—,False
