player,position,link,total_gp,total_g,total_a,total_tp,total_ppg,total_pim,total_pm,nhle_g,nhle_a,nhle_tp,nhle_ppg,legacy_veteran,new_veteran,non_vet_ufa,league,call_up_send_down,active
Igor Safaraleyev,LW,/player/123111/igor-safaraleyev,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Damir Zhafyarov,RW/LW,/player/123117/damir-zhafyarov,1,0,1,1,1.0,0,-2,0.0,0.6,0.6,0.6,False,False,False,khl,—,True
Nikita Tryamkin,D,/player/123119/nikita-tryamkin,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,khl,—,True
Kirill Savitsky,LW,/player/123131/kirill-savitsky,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,khl,—,True
Harri Kainulainen,C/RW,/player/123538/harri-kainulainen,2,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,False,False,False,liiga,—,True
Eetu Tuulola,RW,/player/123542/eetu-tuulola,2,2,0,2,1.0,4,0,0.8,0.0,0.8,0.4,False,False,False,liiga,—,True
Tyler Bertuzzi,LW/RW,/player/125028/tyler-bertuzzi,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Spencer Machacek,RW/C,/player/12505/spencer-machacek,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Will Weber,D,/player/12515/will-weber,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Alex Killorn,LW/RW,/player/12523/alex-killorn,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Juraj Mikus,D,/player/12533/juraj-mikus,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Tyler Drevitch,C/RW,/player/125472/tyler-drevitch,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Michal Jordán,D,/player/12567/michal-jordan,2,2,0,2,1.0,0,1,0.8,0.0,0.8,0.4,False,False,False,liiga,—,True
Matt Duchene,C/W,/player/12571/matt-duchene,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Andrea Glauser,D,/player/126282/andrea-glauser,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Laurent Dauphin,C/LW,/player/126400/laurent-dauphin,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,ahl,—,False
Roman Josi,D,/player/12668/roman-josi,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Kyle Platzer,C,/player/126916/kyle-platzer,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Dominik Masin,D,/player/127501/dominik-masin,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Martin Kohout,LW,/player/127529/martin-kohout,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Remi Elie,C/LW,/player/127847/remi-elie,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Nikolas Brouillard,D,/player/128256/nikolas-brouillard,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Colin Blackwell,C/W,/player/128394/colin-blackwell,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Devin Brosseau,LW/C,/player/128449/devin-brosseau,2,0,0,0,0.0,4,1,0.0,0.0,0.0,0.0,False,False,False,khl,—,True
Daniel Audette,C/LW,/player/128505/daniel-audette,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Cédric Paquette,C/RW,/player/128521/cedric-paquette,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Michal Moravčík,D,/player/128619/michal-moravcik,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Rok Ticar,C,/player/12862/rok-ticar,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Michael Joly,RW,/player/128893/michael-joly,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Anthony Nellis,C/LW,/player/128906/anthony-nellis,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Frédérick Gaudreau,C/RW,/player/129032/frederick-gaudreau,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Danick Martel,LW/C,/player/129039/danick-martel,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Matthew Highmore,C/W,/player/130125/matthew-highmore,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,ahl,—,False
Brennan Saulnier,LW/C,/player/130159/brennan-saulnier,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Erik Thorell,LW,/player/13038/erik-thorell,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
David Pastrnak,RW/LW,/player/130383/david-pastrnak,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Filip Pyrochta,D,/player/130785/filip-pyrochta,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Pavel Zacha,C/LW,/player/130786/pavel-zacha,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Lukas Kanak,D,/player/130791/lukas-kanak,2,0,0,0,0.0,2,0,0.0,0.0,0.0,0.0,False,False,False,liiga,—,True
Pär Lindholm,C,/player/13091/par-lindholm,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Daniel Vozenilek,W/C,/player/130950/daniel-vozenilek,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Jan Scotka,D,/player/130953/jan-scotka,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Jonne Tammela,LW/RW,/player/131138/jonne-tammela,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,liiga,—,False
Connor Clifton,D,/player/131370/connor-clifton,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Connor Doherty,D,/player/131529/connor-doherty,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Justin Portillo,RW,/player/131792/justin-portillo,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Miles Wood,LW/RW,/player/131890/miles-wood,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Brian Pinho,C/RW,/player/132024/brian-pinho,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,ahl,—,False
Klas Dahlbeck,D,/player/13266/klas-dahlbeck,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Markus Ljungh,C,/player/13329/markus-ljungh,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Dominic Zwerger,LW,/player/133420/dominic-zwerger,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Kevin Labanc,RW/LW,/player/133841/kevin-labanc,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Miro Zryd,D,/player/134062/miro-zryd,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Dennis Everberg,RW/LW,/player/13549/dennis-everberg,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Michael McCarron,RW/C,/player/135703/michael-mccarron,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Pius Suter,C/W,/player/135775/pius-suter,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Samuel Dove-McFalls,LW/C,/player/135860/samuel-dove-mcfalls,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Mitch Hults,C,/player/135920/mitch-hults,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Tomas Kundratek,D,/player/13651/tomas-kundratek,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Oscar Fantenberg,D,/player/13743/oscar-fantenberg,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Kristofers Bindulis,D,/player/137502/kristofers-bindulis,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Max Friberg,RW,/player/13766/max-friberg,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Olle Alsing,D,/player/139080/olle-alsing,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Linus Sandin,RW/LW,/player/139091/linus-sandin,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Fabian Heldner,D,/player/139244/fabian-heldner,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Rasmus Asplund,C/W,/player/139616/rasmus-asplund,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Joel Eriksson Ek,C,/player/139633/joel-eriksson-ek,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Justin Taylor,C,/player/14011/justin-taylor,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Ryan Ellis,D,/player/14012/ryan-ellis,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Lukas Vejdemo,C,/player/142243/lukas-vejdemo,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Kevin Stenlund,C/RW,/player/142262/kevin-stenlund,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Sheldon Rempal,RW/LW,/player/142304/sheldon-rempal,2,0,2,2,1.0,2,1,0.0,1.2,1.2,0.6,False,False,False,khl,—,True
Taylor Hall,LW/C,/player/14360/taylor-hall,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Ryan O'Reilly,C,/player/14371/ryan-o-reilly,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Zach Bogosian,D,/player/14440/zach-bogosian,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Adam Cracknell,RW/C,/player/14459/adam-cracknell,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
John Gilmour,D,/player/146192/john-gilmour,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Mark Jankowski,C/LW,/player/146518/mark-jankowski,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Dylan Sikura,LW/RW,/player/146580/dylan-sikura,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,khl,—,True
Jens Lööke,RW,/player/146691/jens-looke,2,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,liiga,—,True
Linus Ölund,C,/player/146700/linus-olund,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
John Nyberg,D,/player/146820/john-nyberg,2,0,0,0,0.0,2,-2,0.0,0.0,0.0,0.0,False,False,False,liiga,—,True
Einar Emanuelsson,RW,/player/147279/einar-emanuelsson,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,liiga,—,True
Nazem Kadri,C/LW,/player/14728/nazem-kadri,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Brayden Schenn,C/W,/player/14739/brayden-schenn,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Tyler Coulter,C,/player/147632/tyler-coulter,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Jacob Larsson,D,/player/147719/jacob-larsson,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Pierre Engvall,LW/RW,/player/147720/pierre-engvall,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Ludvig Claesson,D,/player/147731/ludvig-claesson,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Giovanni Morini,C/LW,/player/147951/giovanni-morini,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Joel Mustonen,C/LW,/player/14811/joel-mustonen,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Lean Bergmann,C/W,/player/148119/lean-bergmann,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Tobias Fohrler,D,/player/148120/tobias-fohrler,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Jesper Mattila,D,/player/148535/jesper-mattila,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,liiga,—,True
Julius Mattila,C,/player/148554/julius-mattila,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,liiga,—,False
Patrik Brůna,D,/player/148748/patrik-br%C5%AFna,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Justin Scott,C,/player/149405/justin-scott,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Bernd Wolf,D,/player/149517/bernd-wolf,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Chris Egli,C/LW,/player/149521/chris-egli,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Tino Kessler,C/RW,/player/149522/tino-kessler,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Casey Cizikas,C,/player/14960/casey-cizikas,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Jacob Graves,D,/player/149615/jacob-graves,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Nick Paul,LW/C,/player/149617/nick-paul,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Roger Karrer,D,/player/149628/roger-karrer,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Devin Shore,C,/player/149937/devin-shore,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Silvester Kusko,C/LW,/player/150085/silvester-kusko,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Otto Leskinen,D,/player/150242/otto-leskinen,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Jacob Middleton,D,/player/150872/jacob-middleton,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
C.J. Smith,LW,/player/151013/c-j-smith,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Nick Olesen,LW/RW,/player/151079/nick-olesen,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
A.J. Greer,LW/RW,/player/151125/a-j-greer,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Alexandre Carrier,D,/player/151143/alexandre-carrier,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Anthony Beauregard,C/RW,/player/151144/anthony-beauregard,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Nicolas Aubé-Kubel,RW,/player/151146/nicolas-aube-kubel,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Jérémy Roy,D,/player/151150/jeremy-roy,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Samuel Vigneault,C,/player/151163/samuel-vigneault,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Roman Červenka,C/LW,/player/15130/roman-cervenka,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Jere Sallinen,LW/C,/player/15136/jere-sallinen,2,0,0,0,0.0,2,-1,0.0,0.0,0.0,0.0,False,False,False,liiga,—,True
Nicolas Roy,C/RW,/player/151361/nicolas-roy,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Michael Amadio,W/C,/player/151385/michael-amadio,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Patrick Geering,D,/player/15152/patrick-geering,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Bokondji Imama,LW/RW,/player/151711/bokondji-imama,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,ahl,—,False
Eduard Simun,C,/player/151739/eduard-simun,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Olivier LeBlanc,D,/player/151757/olivier-leblanc,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Phil Pietroniro,D,/player/151799/phil-pietroniro,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Harri Pesonen,LW,/player/15181/harri-pesonen,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,liiga,—,True
John Hayden,C/RW,/player/151828/john-hayden,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,ahl,—,False
Gerald Mayhew,RW/LW,/player/151849/gerald-mayhew,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,ahl,—,False
Aaro Vidgren,LW/RW,/player/151897/aaro-vidgren,1,2,0,2,2.0,0,2,0.8,0.0,0.8,0.8,False,False,False,liiga,—,True
Miro Karjalainen,D,/player/151918/miro-karjalainen,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,liiga,—,False
Arttu Pelli,D,/player/151928/arttu-pelli,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,liiga,—,True
Juho Lammikko,C/LW,/player/151955/juho-lammikko,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Adam Lapsansky,LW,/player/15199/adam-lapsansky,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Frederik Storm,LW/RW,/player/15200/frederik-storm,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Jake Evans,C/RW,/player/152048/jake-evans,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Sebastian Aho,C/W,/player/152111/sebastian-aho,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Arttu Ruotsalainen,C,/player/152112/arttu-ruotsalainen,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Jesse Puljujärvi,RW/LW,/player/152117/jesse-puljujarvi,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Jesper Olofsson,LW/RW,/player/15213/jesper-olofsson,3,1,0,1,0.33,0,0,0.4,0.0,0.4,0.13,False,False,False,liiga,—,True
Joona Jääskeläinen,LW/RW,/player/152190/joona-jaaskelainen,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Stephan Daschner,D,/player/15220/stephan-daschner,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Patrick Hager,C/LW,/player/15229/patrick-hager,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Juraj Siska,RW/C,/player/152763/juraj-siska,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Matus Holenda,D,/player/153194/matus-holenda,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Peter Cehlárik,LW,/player/153203/peter-cehlarik,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Pavel Pýcha,D,/player/153310/pavel-pycha,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Makai Holdener,W/C,/player/153631/makai-holdener,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Damien Riat,W/C,/player/153634/damien-riat,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Rudolfs Balcers,LW/RW,/player/153652/rudolfs-balcers,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Erik Gustafsson,D,/player/15372/erik-gustafsson,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Tuomas Salmela,D,/player/153757/tuomas-salmela,2,0,1,1,0.5,0,2,0.0,0.4,0.4,0.2,False,False,False,liiga,—,True
Joe Widmar,C/RW,/player/153794/joe-widmar,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Jamie Benn,LW/C,/player/15399/jamie-benn,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Nikita Mikhailis,LW,/player/154017/nikita-mikhailis,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,khl,—,True
Brandon Biro,C/LW,/player/154069/brandon-biro,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Alexei Byvaltsev,C,/player/154242/alexei-byvaltsev,1,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,False,False,False,khl,—,True
Semyon Koshelev,RW/LW,/player/154465/semyon-koshelev,2,0,0,0,0.0,0,-2,0.0,0.0,0.0,0.0,False,False,False,khl,—,True
Arkadi Shestakov,C,/player/154467/arkadi-shestakov,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Nathan Todd,C/LW,/player/154471/nathan-todd,1,1,1,2,2.0,0,2,0.6,0.6,1.2,1.2,False,False,False,khl,—,True
Eric Cornel,C/RW,/player/154475/eric-cornel,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Sam Steel,C/LW,/player/154496/sam-steel,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Brenden Miller,D,/player/154705/brenden-miller,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Rodrigo Ābols,C/LW,/player/154962/rodrigo-%C4%80bols,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Emil Alba,LW/RW,/player/155084/emil-alba,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Valentin Zykov,LW/RW,/player/155382/valentin-zykov,1,0,0,0,0.0,0,-2,0.0,0.0,0.0,0.0,False,False,False,khl,—,True
Maxim Mamin,RW/LW,/player/155384/maxim-mamin,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,khl,—,False
Artyom Blazhiyevsky,D,/player/155386/artyom-blazhiyevsky,1,0,0,0,0.0,0,-2,0.0,0.0,0.0,0.0,False,False,False,khl,—,True
Anthony Richard,C/LW,/player/155661/anthony-richard,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Alec Butcher,RW/LW,/player/155746/alec-butcher,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,echl,—,False
Filip Bajtek,RW,/player/156007/filip-bajtek,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Simon Seiler,D,/player/156091/simon-seiler,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Giovanni Fiore,LW/RW,/player/156093/giovanni-fiore,1,1,1,2,2.0,2,2,0.6,0.6,1.2,1.2,False,False,False,khl,—,True
Alexei Bereglazov,D,/player/156154/alexei-bereglazov,1,0,1,1,1.0,0,0,0.0,0.6,0.6,0.6,False,False,False,khl,—,True
Ondrej Jurcik,W/C,/player/156466/ondrej-jurcik,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Jani Lajunen,C,/player/15653/jani-lajunen,2,0,1,1,0.5,0,0,0.0,0.4,0.4,0.2,False,False,False,liiga,—,True
Andy Miele,C,/player/15665/andy-miele,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,del,—,False
Nick Schmaltz,C/RW,/player/156966/nick-schmaltz,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Otto Mäkinen,C/W,/player/157202/otto-makinen,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,liiga,—,True
Dillon Dubé,LW/C,/player/157256/dillon-dube,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,ahl,—,False
Radovan Bondra,LW/RW,/player/157407/radovan-bondra,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Victor Rask,C/LW,/player/15747/victor-rask,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nl,—,False
Filip Chlapík,C/LW,/player/157524/filip-chlapik,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Daniel Gachulinec,D,/player/157656/daniel-gachulinec,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Andrej Hatala,D,/player/158000/andrej-hatala,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,slovakia,—,False
Valtteri Lipiäinen,RW,/player/158045/valtteri-lipiainen,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,liiga,—,False
Maxim Osipov,D,/player/158499/maxim-osipov,2,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,khl,—,True
Linus Hultström,D,/player/15878/linus-hultstrom,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
David Kase,W/C,/player/158842/david-kase,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,czechia,—,False
Pavel Buchnevich,W/C,/player/158906/pavel-buchnevich,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,nhl,—,False
Markus Nurmi,RW,/player/158967/markus-nurmi,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,False,False,False,shl,—,False
Andrei Mironov,D,/player/159421/andrei-mironov,1,0,0,0,0.0,0,-1,0.0,0.0,0.0,0.0,False,False,False,khl,—,True
